text|entity_start|entity_end|emotion_labels|emotions
I felt joy ... I found a book I had been looking for, for a long time and then the person I was with offered to buy it s a Christmas present.|22|23|[3]|['joy']
I felt joy ... I found a book I had been looking for, for a long time and then the person I was with offered to buy it s a Christmas present.|20|22|[3]|['joy']
I felt...after reading on social media about all the petty crime occurring in my home town at the moment.|0|1|[5, 2]|['sadness', 'fear']
I felt...as a child when I wandered off from my parents in a busy department store.|7|8|[2, 4]|['fear', 'neutral']
I felt...as a child when I wandered off from my parents in a busy department store.|11|13|[2]|['fear']
I felt...at my boyfriend because he was kicking a cat.|0|1|[0]|['anger']
I felt...at my boyfriend because he was kicking a cat.|4|6|[3, 2, 4]|['joy', 'fear', 'neutral']
I felt...at watching people eating dogs in a documentary on TV.|0|1|[1]|['disgust']
I felt...at watching people eating dogs in a documentary on TV.|5|6|[3, 4]|['joy', 'neutral']
I felt...because I ate a sausage that was horrible.|4|5|[1]|['disgust']
I felt...because I didn't really want my eldest son to come over for Christmas when I should have left old feelings aside.|9|12|[0, 5]|['anger', 'sadness']
I felt...because I felt that I was not given enough credit for the quality of the work that I had done because the managers were only interested in the quantity of the work submitted and did not take into account the difficulty or the depth that was required to complete what I had done.|53|54|[0, 5]|['anger', 'sadness']
I felt...because I felt that I was not given enough credit for the quality of the work that I had done because the managers were only interested in the quantity of the work submitted and did not take into account the difficulty or the depth that was required to complete what I had done.|24|26|[4]|['neutral']
I felt...because I got cut up by another car when driving.|4|5|[0, 2, 2]|['anger', 'fear', 'fear']
I felt...because I had to pick up work for a colleague that just ignored a colleague and wouldn't reply to me either.|4|5|[0]|['anger']
I felt...because I had to pick up work for a colleague that just ignored a colleague and wouldn't reply to me either.|16|18|[0, 4]|['anger', 'neutral']
I felt...because I made a mistake and ended up losing quite a lot of money on a business deal that I should have known wasn't a good way of investing.|22|23|[0, 5]|['anger', 'sadness']
I felt...because I thought I had left the oven on and left the house with our kittens inside. I went back and it was off after all.|21|22|[2, 2]|['fear', 'fear']
I felt...because I was given bad customer service by a store.|4|5|[0, 5, 0]|['anger', 'sadness', 'anger']
I felt...because I was stupid enough to forget to take the notes dispensed from the cash point when I made a withdrawal for £50 and when I realised and went back someone else had taken it.|30|31|[0, 5]|['anger', 'sadness']
I felt...because I was stupid enough to forget to take the notes dispensed from the cash point when I made a withdrawal for £50 and when I realised and went back someone else had taken it.|35|36|[3, 4]|['joy', 'neutral']
I felt...because I watched a...inducing movie on TV late in the night.|4|5|[2, 2]|['fear', 'fear']
I felt...because Swagbucks didn't pay out a questionnaire that I’d followed all the instructions for.|14|15|[0, 5]|['anger', 'sadness']
I felt...because a book online had been advertised as new, but when the paperback arrived it was perfectly obvious it had already been read - assuming this was not an error in the description, how could anyone be so dishonest?|0|1|[0]|['anger']
I felt...because my boiler wouldn't work.|0|1|[0, 5]|['anger', 'sadness']
I felt...because my husband had spent a lot of money on buying me a new mobile phone that I had wanted for a long period of time. He had brought it to me for Christmas but I felt...that he had spent so much money on something that I just wanted rather than needing.|53|54|[0, 5]|['anger', 'sadness']
I felt...because my husband had spent a lot of money on buying me a new mobile phone that I had wanted for a long period of time. He had brought it to me for Christmas but I felt...that he had spent so much money on something that I just wanted rather than needing.|4|6|[3]|['joy']
I felt...because my partner was supposed to have been dealing with important tasks but I found he hadn't done them but watched TV instead.|16|17|[0]|['anger']
I felt...because some friends were having a get together but didn't want a certain person invited so I had to lie to them where I was going.|15|18|[5, 4]|['sadness', 'neutral']
I felt...because some friends were having a get together but didn't want a certain person invited so I had to lie to them where I was going.|4|6|[3, 4]|['joy', 'neutral']
I felt...because the shop I used to work in stored all the damaged fresh meat in a storeroom fridge and I was sent in to clean it out and it was crawling full of maggots.|23|24|[1]|['disgust']
I felt...during a very heavy thunderstorm.|0|1|[2]|['fear']
I felt...just before I was about to crash into a car on my motorbike.|5|6|[2]|['fear']
I felt...listening to a politician justifying his own self indulgence.|0|1|[0]|['anger']
I felt...listening to a politician justifying his own self indulgence.|6|8|[4]|['neutral']
I felt...reading an article about a Trump voter who was angry that he wasn't hurting the people he was supposed to.|0|1|[0, 3]|['anger', 'joy']
I felt...reading an article about a Trump voter who was angry that he wasn't hurting the people he was supposed to.|7|10|[0]|['anger']
I felt...reading an article about a Trump voter who was angry that he wasn't hurting the people he was supposed to.|19|20|[3, 4]|['joy', 'neutral']
I felt...seeing celebrities waste money on vanity.|0|1|[0, 5]|['anger', 'sadness']
I felt...seeing celebrities waste money on vanity.|4|5|[3, 4]|['joy', 'neutral']
I felt...someone stabbed a man on a train.|0|1|[0, 2]|['anger', 'fear']
I felt...someone stabbed a man on a train.|5|7|[2]|['fear']
I felt...someone stabbed a man on a train.|3|4|[0]|['anger']
I felt...that I would not score that good in my last exam because of what my family will say.|4|5|[2]|['fear']
I felt...that I would not score that good in my last exam because of what my family will say.|17|19|[0, 4]|['anger', 'neutral']
I felt...that some of my fellow country men treat refugees as if they are not humans.|0|1|[0, 5]|['anger', 'sadness']
I felt...that some of my fellow country men treat refugees as if they are not humans.|6|10|[0, 4]|['anger', 'neutral']
I felt...that some of my fellow country men treat refugees as if they are not humans.|11|12|[5]|['sadness']
I felt...today when up the step ladder pruning a tree - the worry of slipping and falling off.|0|1|[2]|['fear']
I felt...towards my friend because he stole my book.|0|1|[0]|['anger']
I felt...when Crowdflower reduced the payment for work tasks.|4|6|[4]|['neutral']
I felt...when Crowdflower reduced the payment for work tasks.|0|1|[0, 5]|['anger', 'sadness']
I felt...when I bit into an apple and it was rotten in the middle.|4|5|[1]|['disgust']
I felt...when I blamed me for doing nothing.|4|5|[0]|['anger']
I felt...when I broke the screen of my laptop by accident.|4|5|[0, 5]|['anger', 'sadness']
I felt...when I cheated on my husband.|7|9|[0, 5]|['anger', 'sadness']
I felt...when I couldn't get in touch with a friend who was very ill and felt...he had got worse.|4|5|[2]|['fear']
I felt...when I couldn't get in touch with a friend who was very ill and felt...he had got worse.|11|13|[5, 4]|['sadness', 'neutral']
I felt...when I discovered that there is going to be an inquest soon for my brother in law's death. His estranged wife is desperately waiting for closure - she wants the death certificate so she can get her claws on his pension.|23|26|[4]|['neutral']
I felt...when I discovered that there is going to be an inquest soon for my brother in law's death. His estranged wife is desperately waiting for closure - she wants the death certificate so she can get her claws on his pension.|4|5|[0, 5, 1]|['anger', 'sadness', 'disgust']
I felt...when I first realised that the UK may not leave the EU with a deal and my...was, and still is, that I may struggle to feed my family if there are shortages/delays and that I slowly need to build a supply of non-perishable goods just in case.|46|47|[2]|['fear']
I felt...when I first realised that the UK may not leave the EU with a deal and my...was, and still is, that I may struggle to feed my family if there are shortages/delays and that I slowly need to build a supply of non-perishable goods just in case.|35|37|[2]|['fear']
I felt...when I folded up my washing from the washing line and picked up the pile to take it inside and a huge spider ran out from the washing and on to my arm.|4|5|[2, 1]|['fear', 'disgust']
I felt...when I forgot to put on the yogurt maker even though I looked at it and had just said I wanted to put  it on. I felt...with myself.|30|31|[0]|['anger']
I felt...when I found out my mother had been lying to me for years about how my sister had been talking about me. She thought she was doing it for the right reasons, but it all blew up in her face.  She should have been honest.|4|5|[0]|['anger']
I felt...when I found out my mother had been lying to me for years about how my sister had been talking about me. She thought she was doing it for the right reasons, but it all blew up in her face.  She should have been honest.|18|20|[4]|['neutral']
I felt...when I found out that a good friend of mine had money stolen by a carer.|4|5|[0]|['anger']
I felt...when I found out that a good friend of mine had money stolen by a carer.|17|20|[4]|['neutral']
I felt...when I found out that a good friend of mine had money stolen by a carer.|8|13|[0, 5]|['anger', 'sadness']
I felt...when I found out that my ex had been cheating on me and hadn’t had any STI checks or anything. I felt...at the idea that he had cheated on me and that he could’ve passed diseases on to me and didn’t even care.|28|29|[0]|['anger']
I felt...when I found out that my ex had been cheating on me and hadn’t had any STI checks or anything. I felt...at the idea that he had cheated on me and that he could’ve passed diseases on to me and didn’t even care.|8|10|[4]|['neutral']
I felt...when I found out that my son was being bullied after he started Secondary school and I stayed...until something was done about it. I was so...about it that I was close to hitting the person involved as well as their Father but managed to restrain myself.|36|37|[0]|['anger']
I felt...when I found out that my son was being bullied after he started Secondary school and I stayed...until something was done about it. I was so...about it that I was close to hitting the person involved as well as their Father but managed to restrain myself.|8|10|[5, 2]|['sadness', 'fear']
I felt...when I found out that my son was being bullied after he started Secondary school and I stayed...until something was done about it. I was so...about it that I was close to hitting the person involved as well as their Father but managed to restrain myself.|41|43|[3, 4]|['joy', 'neutral']
I felt...when I found out that my son was being bullied after he started Secondary school and I stayed...until something was done about it. I was so...about it that I was close to hitting the person involved as well as their Father but managed to restrain myself.|47|49|[5, 4]|['sadness', 'neutral']
I felt...when I had done something stupid and gone over drawn on my bank account that would cause a snowball of payments not being paid out.|4|5|[0, 2]|['anger', 'fear']
I felt...when I had to move my foot quickly to avoid stepping in a pool of vomit.|4|5|[1]|['disgust']
I felt...when I had to plunge the toilet as it had gotten clogged.|4|5|[1]|['disgust']
I felt...when I heard someone gossip about a friend of mine.|4|5|[0, 5]|['anger', 'sadness']
I felt...when I heard someone gossip about a friend of mine.|6|7|[3, 4]|['joy', 'neutral']
I felt...when I heard that people who have homes were imitating the homeless by begging on the streets and earning up to £300 per day.|4|5|[0, 5]|['anger', 'sadness']
I felt...when I heard that people who have homes were imitating the homeless by begging on the streets and earning up to £300 per day.|7|8|[3, 4]|['joy', 'neutral']
I felt...when I let go of myself last year. I wasn't in a good place, but eventually I didn't recognise myself (physically or how I was acting) and I felt...at myself for not trying to be the best person I could and wasting so much time.|50|51|[5]|['sadness']
I felt...when I momentarily lost sight of my son in a shop.|4|5|[2]|['fear']
I felt...when I momentarily lost sight of my son in a shop.|9|11|[2]|['fear']
I felt...when I observed a shop assistant prepare food without gloves.|4|5|[1]|['disgust']
I felt...when I observed a shop assistant prepare food without gloves.|6|9|[4]|['neutral']
I felt...when I ordered a salad from a restaurant and there was slug attached to a piece lettuce.|4|5|[1]|['disgust']
I felt...when I put my thumb into a mouldy potato when starting to prepare dinner.|4|5|[1]|['disgust']
I felt...when I saw a advert on tv for an animal charity for abused animals and I felt...at how people can treat animals so badly.|18|19|[0, 5, 1]|['anger', 'sadness', 'disgust']
I felt...when I saw a advert on tv for an animal charity for abused animals and I felt...at how people can treat animals so badly.|23|24|[4]|['neutral']
I felt...when I saw a bag full of moulded bananas on my kitchen counter. I felt...because I’d already cleaned the space and somehow missed them, so I had to clean it all again.|36|37|[0, 1]|['anger', 'disgust']
I felt...when I saw a bird being mistreated when on holiday.|4|5|[0, 5]|['anger', 'sadness']
I felt...when I saw a man shouting and swearing at his children.|4|5|[0, 5]|['anger', 'sadness']
I felt...when I saw a man shouting and swearing at his children.|6|8|[0]|['anger']
I felt...when I saw a man shouting and swearing at his children.|12|14|[5, 2]|['sadness', 'fear']
I felt...when I saw a medical operation on a TV show.|4|5|[2, 1, 4]|['fear', 'disgust', 'neutral']
I felt...when I saw a news article about a dog being abandoned by his owner in a road. The owner was then seen speeding off and the dog ran after him. I felt...that someone could treat an animal that way. It made me feel such...I couldn't finish reading the article.|53|54|[0, 5]|['anger', 'sadness']
I felt...when I saw a news article about a dog being abandoned by his owner in a road. The owner was then seen speeding off and the dog ran after him. I felt...that someone could treat an animal that way. It made me feel such...I couldn't finish reading the article.|15|17|[4]|['neutral']
I felt...when I saw a snake on a path I was walking and I have a bad phobia of them. I froze and felt total ….|24|25|[2]|['fear']
I felt...when I saw an older child pick on my own son.|4|5|[0, 5]|['anger', 'sadness']
I felt...when I saw an older child pick on my own son.|6|9|[3, 4]|['joy', 'neutral']
I felt...when I saw an older child pick on my own son.|11|14|[5]|['sadness']
I felt...when I saw dog dirt left on a public footpath probably because the owner couldn't pick it up.|4|5|[0, 1]|['anger', 'disgust']
I felt...when I saw dog dirt left on a public footpath probably because the owner couldn't pick it up.|16|18|[4]|['neutral']
I felt...when I saw dog faeces on the pavement.|4|5|[1, 1]|['disgust', 'disgust']
I felt...when I saw lots of slugs all over our house walls. I had to get rid of them with a dustpan and brush.|16|17|[1]|['disgust']
I felt...when I saw some food that had gone bad.|4|5|[5, 1]|['sadness', 'disgust']
I felt...when I saw someone mistreating an animal.|4|5|[0, 5]|['anger', 'sadness']
I felt...when I saw someone mistreating an animal.|6|7|[0, 4]|['anger', 'neutral']
I felt...when I saw the profits that were announced by British Gas when there is so much fuel poverty.|4|5|[0]|['anger']
I felt...when I spotted a roadkill while driving.|4|5|[0, 5, 1]|['anger', 'sadness', 'disgust']
I felt...when I think what the Tories are doing to this country over BREXIT.|4|5|[0]|['anger']
I felt...when I think what the Tories are doing to this country over BREXIT.|7|10|[4]|['neutral']
I felt...when I thought I had lost my wallet.|6|7|[5, 2, 2]|['sadness', 'fear', 'fear']
I felt...when I took full credit for a money saving initiative at work that was actually a concept that originated with a co-worker.|23|27|[0]|['anger']
I felt...when I walked alone at the night and saw that someone was walking after me.|4|5|[2]|['fear']
I felt...when I walked alone at the night and saw that someone was walking after me.|13|14|[4]|['neutral']
I felt...when I walked my kids to school after the Christmas holidays and the walkway was full of dog poop.|4|5|[1]|['disgust']
I felt...when I walked my kids to school after the Christmas holidays and the walkway was full of dog poop.|6|8|[1]|['disgust']
I felt...when I was abseiling down a cliff-face.|4|5|[2]|['fear']
I felt...when I was climbing a tall tower.|4|5|[3, 2]|['joy', 'fear']
I felt...when I was criticized doing my job at work.|4|5|[5, 0]|['sadness', 'anger']
I felt...when I was in a high place during a trip.|4|5|[3, 2, 4]|['joy', 'fear', 'neutral']
I felt...when I was on a flight as I am...of flying.|10|11|[2]|['fear']
I felt...when I was taking my dog for a walk and another lady was walking a dog that wasn’t on a lead when the dog saw my dog it ran over and was snarling and barking at it.|4|5|[2, 4, 0]|['fear', 'neutral', 'anger']
I felt...when I was taking my dog for a walk and another lady was walking a dog that wasn’t on a lead when the dog saw my dog it ran over and was snarling and barking at it.|13|15|[4]|['neutral']
I felt...when I was walking in a large city at night on my own.|4|5|[3, 2]|['joy', 'fear']
I felt...when I was watching a horror movie but my wife made me feel...me by saying that watching a horror movie attracts satanic possession. And I felt serious...because of that.|31|32|[0, 2]|['anger', 'fear']
I felt...when I was watching a horror movie but my wife made me feel...me by saying that watching a horror movie attracts satanic possession. And I felt serious...because of that.|11|13|[3, 4]|['joy', 'neutral']
I felt...when I was zip lining in Costa Rica. I was up really really high and I looked down on the middle of a line this gave me...that I was going to fall and ultimately die.|35|36|[2]|['fear']
I felt...when I watched a series on Netflix about a stalker and then got...in the house on my own.|4|5|[2]|['fear']
I felt...when I watched elected MPs being harassed by protestors.|4|5|[0, 5]|['anger', 'sadness']
I felt...when I watched elected MPs being harassed by protestors.|7|9|[5, 2]|['sadness', 'fear']
I felt...when I watched elected MPs being harassed by protestors.|12|13|[0]|['anger']
I felt...when a dog came barking and growling at me when I was out walking.|14|15|[2]|['fear']
I felt...when a guy kept whatsupping me when I told him I was busy.|15|16|[0]|['anger']
I felt...when a guy kept whatsupping me when I told him I was busy.|4|6|[4]|['neutral']
I felt...when a horse bolted with me, the saddle slipped and I could see I was going to get badly injured when I would eventually fall off.|25|26|[2]|['fear']
I felt...when a man allowed his dog to try and bite mine and thought it was funny.|0|1|[0]|['anger']
I felt...when a man allowed his dog to try and bite mine and thought it was funny.|4|6|[3]|['joy']
I felt...when a man jumped on the roof of our van that was parked outside late one evening when we were in bed.|0|1|[0, 2]|['anger', 'fear']
I felt...when a man jumped on the roof of our van that was parked outside late one evening when we were in bed.|4|6|[3, 4]|['joy', 'neutral']
I felt...when a man jumped on the roof of our van that was parked outside late one evening when we were in bed.|21|22|[2]|['fear']
I felt...when a superior at work decided to make a huge issue out of something very petty just to try and show their authority/try to prove they have power over me.|0|1|[0, 5]|['anger', 'sadness']
I felt...when a superior at work decided to make a huge issue out of something very petty just to try and show their authority/try to prove they have power over me.|4|6|[0, 3]|['anger', 'joy']
I felt...when as a young hairdresser I was closing up the shop.  My boss came in and was annoyed and angry that I had let my girlfriend into the shop while I was closing up.  We had an altercation over the incident.|38|39|[0, 2]|['anger', 'fear']
I felt...when as a young hairdresser I was closing up the shop.  My boss came in and was annoyed and angry that I had let my girlfriend into the shop while I was closing up.  We had an altercation over the incident.|19|21|[0]|['anger']
I felt...when as a young hairdresser I was closing up the shop.  My boss came in and was annoyed and angry that I had let my girlfriend into the shop while I was closing up.  We had an altercation over the incident.|32|34|[0]|['anger']
I felt...when cleaning the rubbish from mum's cousin's front garden after passing people had thrown it in.|0|1|[0, 1]|['anger', 'disgust']
I felt...when cleaning the rubbish from mum's cousin's front garden after passing people had thrown it in.|8|11|[0]|['anger']
I felt...when cleaning the rubbish from mum's cousin's front garden after passing people had thrown it in.|16|17|[4]|['neutral']
I felt...when crossing over a swing bridge that goes over the river Mersey. I have...of deep water.|17|18|[2]|['fear']
I felt...when my brother farted when I was eating.|9|10|[1]|['disgust']
I felt...when my brother farted when I was eating.|4|6|[3]|['joy']
I felt...when my colleague refused to carry out a work task in a better and more efficient way that I had suggested.|21|22|[0]|['anger']
I felt...when my colleague refused to carry out a work task in a better and more efficient way that I had suggested.|4|6|[2, 4]|['fear', 'neutral']
I felt...when my daughter was getting bullied at school and I thought she was in danger.|12|13|[0, 2, 5]|['anger', 'fear', 'sadness']
I felt...when my daughter was getting bullied at school and I thought she was in danger.|4|6|[5]|['sadness']
I felt...when my dog licks the ground when something horrible has been there.|0|1|[1]|['disgust']
I felt...when my father in law asked me if I was ready to accept my daughter back home when she failed to find work in London as a dancer.|11|12|[5, 4]|['sadness', 'neutral']
I felt...when my father in law asked me if I was ready to accept my daughter back home when she failed to find work in London as a dancer.|16|18|[5]|['sadness']
I felt...when my friends baby started choking, she froze and started panicking, I took the baby off her turned it upside down and slapped its back a few times she coughed a few times then calmed down and started breathing normally.|17|18|[2]|['fear']
I felt...when my friends baby started choking, she froze and started panicking, I took the baby off her turned it upside down and slapped its back a few times she coughed a few times then calmed down and started breathing normally.|4|7|[2, 4]|['fear', 'neutral']
I felt...when my friends baby started choking, she froze and started panicking, I took the baby off her turned it upside down and slapped its back a few times she coughed a few times then calmed down and started breathing normally.|34|35|[2]|['fear']
I felt...when my government was behaving like children in parliament.|0|1|[0, 5]|['anger', 'sadness']
I felt...when my government was behaving like children in parliament.|4|6|[0]|['anger']
I felt...when my parents stopped me from following the career path I wanted when I was a teenager because it wasn't a traditional career.|16|17|[0, 5]|['anger', 'sadness']
I felt...when my parents stopped me from following the career path I wanted when I was a teenager because it wasn't a traditional career.|4|6|[5, 2, 4]|['sadness', 'fear', 'neutral']
I felt...when my youngest son went into hospital for another set of tests and I was scared that it would be something life threatening.|16|17|[2]|['fear']
I felt...when my youngest son went into hospital for another set of tests and I was scared that it would be something life threatening.|4|7|[2]|['fear']
I felt...when our kitten escaped in the late evening and we thought he was lost.|0|1|[5]|['sadness']
I felt...when our kitten escaped in the late evening and we thought he was lost.|4|5|[2]|['fear']
I felt...when our kitten escaped in the late evening and we thought he was lost.|12|13|[5, 2]|['sadness', 'fear']
I felt...when politicians overruled the local will of the people on a planning issue.|0|1|[0, 5, 4]|['anger', 'sadness', 'neutral']
I felt...when politicians overruled the local will of the people on a planning issue.|12|13|[0, 5]|['anger', 'sadness']
I felt...when politicians overruled the local will of the people on a planning issue.|4|5|[4]|['neutral']
I felt...when some children were teasing my daughter and being mean to her saying she is fat and she speaks funny.|0|1|[0, 5]|['anger', 'sadness']
I felt...when some children were teasing my daughter and being mean to her saying she is fat and she speaks funny.|8|10|[5]|['sadness']
I felt...when some children were teasing my daughter and being mean to her saying she is fat and she speaks funny.|4|6|[3]|['joy']
I felt...when someone at my work said something rude to me.|0|1|[0, 5]|['anger', 'sadness']
I felt...when someone at my work said something rude to me.|4|5|[0]|['anger']
I felt...when standing on the river bank at Cantley Christmas Eve, about to take a photo, the fear of falling in.|0|1|[2]|['fear']
I felt...when the Welfare Officer at Cat's Protection League didn't listen to me regarding a cat's welfare when I knew better because I was fostering the cat.|27|28|[0, 5]|['anger', 'sadness']
I felt...when the Welfare Officer at Cat's Protection League didn't listen to me regarding a cat's welfare when I knew better because I was fostering the cat.|4|12|[4]|['neutral']
I felt...when the cost of a reunion meal with an old friend was spilt fifty-fifty, even though I'm sure I earn substantially more than him these days.|11|14|[3, 4]|['joy', 'neutral']
I felt...when the swagbucks site was taking forever to access. It’s been a pain to use all day. It's not other ones it's swagbucks. Either they haven't enough bandwidth because they're cheap or they're being odd, either way its pissing me off.|0|1|[0]|['anger']
I felt...when the vehicle I was in got stuck in a ditch in bandit country in South America.|6|7|[0, 2]|['anger', 'fear']
I felt...when there was a couple in the next caravan to me on a caravan site. When they opened their caravan after the winter season it was full of flies.|0|1|[1]|['disgust']
I felt...when there was a couple in the next caravan to me on a caravan site. When they opened their caravan after the winter season it was full of flies.|6|8|[1]|['disgust']
I felt...when there was something wrong with the car and I had to drive it to the garage and hope it made it there.  Now I'm waiting for the call to tell me the diagnosis and cost.|29|30|[0, 2]|['anger', 'fear']
I felt...when watching a television documentary about a child killer.|0|1|[0, 2]|['anger', 'fear']
I felt...when watching the racist behaviour of some football fans outside a railway station.|0|1|[0, 5]|['anger', 'sadness']
I felt...when watching the racist behaviour of some football fans outside a railway station.|9|12|[0, 3, 4]|['anger', 'joy', 'neutral']
I felt...when we were charged by a care home for the three months after my father had died, even though we had emptied his room the day after his death.|0|1|[0]|['anger']
I felt...when we were charged by a care home for the three months after my father had died, even though we had emptied his room the day after his death.|23|24|[0]|['anger']
I felt...while hanging onto the side rope of a raft in a white water rapid with a rock coming up very quickly with my name on it.|0|1|[2]|['fear']
"I fetl ... when I saw celebrities having to hold worms and fish eyes in their mouth on ""I'm a celebrity get me out of here."""|20|21|[1]|['disgust']
"I fetl ... when I saw celebrities having to hold worms and fish eyes in their mouth on ""I'm a celebrity get me out of here."""|7|8|[1]|['disgust']
I forgot to water the flowers in our flat and was rebuked by my friends who share the flat with me.|14|16|[0, 5]|['anger', 'sadness']
I had not punched a ticket in the bus because I had a card. But when the ticket-collector came it turned out that I had forgotten it. The shame I felt was great though it was not done on purpose.|17|22|[4]|['neutral']
I live in Florida and was quite scared when the hurricane came over us!  I really didn't know what would happen.|18|19|[2]|['fear']
I once saw an elderly lady who was not properly dressed.  She was wearing a transparent dress, such things are not sopposed to be seen in African society.|0|1|[0, 1]|['anger', 'disgust']
I once saw an elderly lady who was not properly dressed.  She was wearing a transparent dress, such things are not sopposed to be seen in African society.|4|6|[3, 4]|['joy', 'neutral']
I was ... when my partner came home very drunk after a night out with his friends. He then proceeded to tell me everything that was wrong with myself and was very hurtful. I was so ... I didn’t speak to him for a week.|40|41|[0, 5]|['anger', 'sadness']
I was ... when my partner came home very drunk after a night out with his friends. He then proceeded to tell me everything that was wrong with myself and was very hurtful. I was so ... I didn’t speak to him for a week.|4|6|[0, 4]|['anger', 'neutral']
I was disgusted to find out my best friend's husband cheated on her.  I feel bad for her.|16|17|[1]|['disgust']
I was disgusted to find out my best friend's husband cheated on her.  I feel bad for her.|6|9|[5]|['sadness']
I was glad when my dad retired. He deserved it|0|1|[3]|['joy']
I was glad when my dad retired. He deserved it|4|6|[3]|['joy']
I was having a party and had my cats locked up and told them and had a note on the door to not open it, well someone did and my cat got out and ran over.|0|1|[0, 5]|['anger', 'sadness']
I was once...when on my first flight abroad I experienced a spell of air turbulence.|10|11|[2]|['fear']
Ive been looking through old photographs and thinking about all the people i am seeing in these pictures.  Makes me wonder what they are up to now|12|13|[3, 4]|['joy', 'neutral']
John teaches Mary how to drive.|0|1|[3, 4]|['joy', 'neutral']
John teaches Mary how to drive.|2|4|[3, 4]|['joy', 'neutral']
John wants to go to sleep.|0|1|[4]|['neutral']
My boyfriend decided to make an end to our relationship.|0|2|[5, 4]|['sadness', 'neutral']
My friend and I had offended our classmate unintenionally.  We wanted to apologize to her so we decided to visit her.  We knew that she was stubborn so we were frightened.  When we rang her door bell, our fear was at it's climax|0|2|[2]|['fear']
My friend and I had offended our classmate unintenionally.  We wanted to apologize to her so we decided to visit her.  We knew that she was stubborn so we were frightened.  When we rang her door bell, our fear was at it's climax|7|8|[0, 5]|['anger', 'sadness']
My friend called me out for being noisy and rude. |0|2|[0]|['anger']
My friend called me out for being noisy and rude. |3|4|[0]|['anger']
My husband had gone to drive a strange, broken car.  At the agreed time, he had not returned, and I feared that he had had an accident.|24|25|[2]|['fear']
My husband had gone to drive a strange, broken car.  At the agreed time, he had not returned, and I feared that he had had an accident.|0|2|[3, 4]|['joy', 'neutral']
My little brother baseball team won the whole tournament!|0|5|[3]|['joy']
Once in my work it happened a fight between the person in charge and me. I got so angry and spoke out everything I felt at the moment.|24|25|[0]|['anger']
Once in my work it happened a fight between the person in charge and me. I got so angry and spoke out everything I felt at the moment.|9|11|[0]|['anger']
Recently when my sister, who is four years younger than me and very spoiled, shouted at my mother for no apparent reason .  The heart-broken expression on my mother's face made me feel very angry.|38|39|[0]|['anger']
Recently when my sister, who is four years younger than me and very spoiled, shouted at my mother for no apparent reason .  The heart-broken expression on my mother's face made me feel very angry.|33|35|[5]|['sadness']
Recently when my sister, who is four years younger than me and very spoiled, shouted at my mother for no apparent reason .  The heart-broken expression on my mother's face made me feel very angry.|3|5|[0, 4]|['anger', 'neutral']
Since I moved into the dorms and I've been spending most of my free time with my boyfriend. I hardly see my old high school friends. I had several bad incidents with my 2 past best friends.|30|31|[3, 5]|['joy', 'sadness']
Since I moved into the dorms and I've been spending most of my free time with my boyfriend. I hardly see my old high school friends. I had several bad incidents with my 2 past best friends.|36|41|[5]|['sadness']
Since I moved into the dorms and I've been spending most of my free time with my boyfriend. I hardly see my old high school friends. I had several bad incidents with my 2 past best friends.|18|20|[3]|['joy']
Since I moved into the dorms and I've been spending most of my free time with my boyfriend. I hardly see my old high school friends. I had several bad incidents with my 2 past best friends.|24|29|[5]|['sadness']
The last time I felt really ... was the day I heard that Stan Lee (creator of Marvel) died as I have always been a big fan of his.|24|25|[5]|['sadness']
The last time I felt true...was the last time there was an American school shooting several months ago, mainly because it gets zero traction in terms of restricting gun sales in the States, that the deaths of numerous children is seen as nothing more than a minor side effect of gun ownership.|3|4|[0]|['anger']
There were old people in a crowded bus and I did not have the courage to give them my seat.  I closed my eyes to sleep and then opened my book to read.  In my heart I wanted to give them the seat.|2|4|[1, 4]|['disgust', 'neutral']
When I saw a big man hit another one, and nobody did anything.|1|2|[0]|['anger']
When I saw a big man hit another one, and nobody did anything.|3|6|[0]|['anger']
When I saw a big man hit another one, and nobody did anything.|7|9|[2]|['fear']
When I saw a big man hit another one, and nobody did anything.|11|12|[2]|['fear']
When I stayed up all night taking care of my daughter because she was teething, and comforted her. |1|2|[5]|['sadness']
When I stayed up all night taking care of my daughter because she was teething, and comforted her. |9|11|[5, 2]|['sadness', 'fear']
When one of my parents verbally, personally abused the other.|1|5|[0]|['anger']
When one of my parents verbally, personally abused the other.|9|11|[5, 2]|['sadness', 'fear']
I feel ... because I read this blog post but I’m not in the situation to be able to help the person. They were going through a really hard time.|10|11|[5]|['sadness']
I feel ... because I read this blog post but I’m not in the situation to be able to help the person. They were going through a really hard time.|23|25|[5]|['sadness']
I feel ... when I read some of the racist posts that are allowed to pass on MSN Facebook page.|4|5|[0, 5]|['anger', 'sadness']
I feel...because car drivers frequently fail to see the stop light at a pedestrian crossing near to my home and carry on driving even though people are starting to walk across the road.|0|1|[0, 2]|['anger', 'fear']
I feel...because car drivers frequently fail to see the stop light at a pedestrian crossing near to my home and carry on driving even though people are starting to walk across the road.|4|6|[4]|['neutral']
I feel...because car drivers frequently fail to see the stop light at a pedestrian crossing near to my home and carry on driving even though people are starting to walk across the road.|27|28|[2]|['fear']
I feel...when work colleagues are not helpful in assisting with task at hand.|0|1|[0, 5]|['anger', 'sadness']
I feel...when work colleagues are not helpful in assisting with task at hand.|4|6|[4]|['neutral']
