text|entity_start|entity_end|emotion_labels|emotions|emotion_count
"My beloved, she cried, proudly, ""you are all I thought--and more too."""|3|4|[3, 4]|['joy', 'sadness']|2
My best books warned me against feminine society--and I believed and accepted the warning.|10|11|[2]|['fear']|1
My best books warned me against feminine society--and I believed and accepted the warning.|4|5|[2, 5]|['fear', 'surprise']|2
My blessed lady, I have told you the story of my birth for the first time to-day.|11|12|[3]|['joy']|1
My dear Edie, I've always admitted that you were simply perfect,' Harry said, glancing at her with visible admiration, 'and I don't think anything on earth could  possibly improve you--except perhaps a judicious course of differential and integral calculus, which might possibly serve to tone down slightly your exuberant and excessive vitality.|15|17|[3]|['joy']|1
My dear Edie, I've always admitted that you were simply perfect,' Harry said, glancing at her with visible admiration, 'and I don't think anything on earth could  possibly improve you--except perhaps a judicious course of differential and integral calculus, which might possibly serve to tone down slightly your exuberant and excessive vitality.|40|41|[3]|['joy']|1
My dear Olive, I shall be delighted to have you with me; but why can't you stop at home any longer--surely there is no harm in my asking?'|4|5|[3, 5]|['joy', 'surprise']|2
"My dear boy, cries he, ""go in God's name, and do what you think is right."|5|6|[4]|['sadness']|1
"My dear children, I answered, thinking I might well call them so, ""he said a great many unpleasant things, so that I offered to fight him if he said any more."""|32|33|[1, 4]|['disgust', 'sadness']|2
My dear sir... began Enfield, surprised out of himself.|11|12|[5]|['surprise']|1
My heart sank at the thought of parting from her, and I looked wistfully at her lovely face.|0|1|[4]|['sadness']|1
My heart sank at the thought of parting from her, and I looked wistfully at her lovely face.|18|19|[3, 5]|['joy', 'surprise']|2
"My lord duke, said Alicia, ""so as the man is straight""--And there, in a perfect consternation, the voice died on her tongue."|32|33|[2]|['fear']|1
My uncle--my father's brother--died a week before I sailed.|0|2|[2, 4]|['fear', 'sadness']|2
My wife was universally admired; her lovely face and graceful manners were themes of conversation throughout the whole neighborhood.|6|7|[3, 5]|['joy', 'surprise']|2
My wife's beauty never palled upon me; she grew fairer with each day of possession.|0|3|[3]|['joy']|1
My wife's beauty never palled upon me; she grew fairer with each day of possession.|10|11|[3]|['joy']|1
Naturally, her whole soul is thrown into an effort to save her lover.|13|14|[3]|['joy']|1
"Nay, he said, ""the devil is still strong within me."|7|9|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
Near by were the Worralls, looking a little sulky, as Kendal fancied, in the midst of this great inrush of the London world, which was sweeping their niece from them into a position of superiority and independence they were not at all prepared to see her take up; Nothing, indeed, could be prettier than her manner to them whenever she came across them, but it was evident that she was no longer an automaton to be moved at their will and pleasure, but a woman and an artist, mistress of herself and of her fate.|15|18|[3]|['joy']|1
Near by were the Worralls, looking a little sulky, as Kendal fancied, in the midst of this great inrush of the London world, which was sweeping their niece from them into a position of superiority and independence they were not at all prepared to see her take up; Nothing, indeed, could be prettier than her manner to them whenever she came across them, but it was evident that she was no longer an automaton to be moved at their will and pleasure, but a woman and an artist, mistress of herself and of her fate.|70|72|[3]|['joy']|1
Near by were the Worralls, looking a little sulky, as Kendal fancied, in the midst of this great inrush of the London world, which was sweeping their niece from them into a position of superiority and independence they were not at all prepared to see her take up; Nothing, indeed, could be prettier than her manner to them whenever she came across them, but it was evident that she was no longer an automaton to be moved at their will and pleasure, but a woman and an artist, mistress of herself and of her fate.|38|40|[3, 5]|['joy', 'surprise']|2
Nehushta glided like a ghost along the corridors and dimly-lighted halls.|0|4|[2]|['fear']|1
Nehushta still held Zoroaster's hand and stared wildly upon the helpless priests.|0|4|[5]|['surprise']|1
Nehushta still held Zoroaster's hand and stared wildly upon the helpless priests.|17|18|[2, 4]|['fear', 'sadness']|2
Nehushta still held his hand tightly between her own, and, pale as death, she looked up to him as he spoke.|0|4|[1, 2, 4]|['disgust', 'fear', 'sadness']|3
Neither disclosure affected her gravely.|4|5|[4]|['sadness']|1
Never had such joy reigned in the nursery of the Large Family.|10|13|[3]|['joy']|1
"Never, answered Lady Victoria cheerily, ""and if I ever do they never come true."""|3|6|[3]|['joy']|1
Nino could not hold his tongue any longer.|0|2|[1]|['disgust']|1
No doubt the porter was right; Ralph had gone away to escape from her, which was just as well, for what more had they to say to each other: hadn't he married Hender?|8|10|[2]|['fear']|1
No good tea to be got nowadays, since they took the duties off and ruined the country.|9|10|[2, 4]|['fear', 'sadness']|2
No sooner was this business done, than the words seemed to leave us; and though I would seek to jest with Alan under the name of Mr. Thomson, and he with me on my new clothes and my estate, you could feel very well that we were nearer tears than laughter.|17|18|[3]|['joy']|1
"No, answered Mr. Hobbs, with indignation; ""I guess not."|3|8|[0, 1]|['anger', 'disgust']|2
No, answered the physician, gravely, but looking hard at the unhappy woman.|3|5|[2, 4]|['fear', 'sadness']|2
No, answered the physician, gravely, but looking hard at the unhappy woman.|13|16|[4]|['sadness']|1
No, but a bigger man than Monsey, said Ralph with a smile.|11|13|[3, 5]|['joy', 'surprise']|2
Not many, sir, said I, smiling.|6|7|[3, 5]|['joy', 'surprise']|2
Not that he ceased to pity the misfortune or to yearn for the sight of Seraphina; but the memory of her obdurate coldness awoke within him, and woke in turn his own habitual diffidence of self.|2|3|[2, 4]|['fear', 'sadness']|2
Not up to much,' she said, and passed on into the Strand mumbling her misfortunes and causing the passers-by to look after her. |30|31|[2, 4]|['fear', 'sadness']|2
Now and then, when he fell into a low humour, when there was no laughable play to witness in any of the London theatres, and when the season of the year was unsuitable to those field sports in which he excelled all competitors, he would summon his confidant and Master of the Horse, Colonel Geraldine, and bid him prepare himself against an evening ramble.  |51|52|[3, 5]|['joy', 'surprise']|2
Now in the solitude of his studio he had found leisure to follow out the results to the last link of the chain.|7|8|[3]|['joy']|1
Now they all understood one another too well, and they were silent and uneasy when together.|10|11|[1, 2]|['disgust', 'fear']|2
Now they are lost to the sight of the spectators below; now they are seen, and now they are hidden; now three of the six emerge near the top.|19|20|[2, 4]|['fear', 'sadness']|2
Now, she has no particular aversion to that kind of commerce, but since Robbie is so eager, she has resolved, like a true woman, that his appetite shall be whetted by a temporary disappointment.|15|17|[3, 5]|['joy', 'surprise']|2
Now, too, he had seen with his eyes and had understood in other ways that she was to be married against her will to a man she hated and despised, and who was already betraying her.|39|40|[1, 4]|['disgust', 'sadness']|2
Now, too, he had seen with his eyes and had understood in other ways that she was to be married against her will to a man she hated and despised, and who was already betraying her.|28|29|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
Observe, too, that they had no doubts upon the point; they came 'to worship him,' and provided themselves with gifts to offer to this radiant Guest, the offspring of pure Light.|15|16|[3, 5]|['joy', 'surprise']|2
Of course I married her.|2|3|[3, 5]|['joy', 'surprise']|2
Of course it only means that I am savagely jealous.|6|7|[0, 1, 2]|['anger', 'disgust', 'fear']|3
Of course it was a great sin to kill San Miniato.|9|13|[2, 4]|['fear', 'sadness']|2
"Oh yes, she replied with an alacrity that surprised him, ""I feel rather inclined to sing."|12|13|[5]|['surprise']|1
Oh, I know just what it is, darling,' cried the girl, putting her arm around her mother's waist caressingly, and drawing her down to kiss her face half a dozen times over in her outburst of sympathy.|13|14|[3, 4, 5]|['joy', 'sadness', 'surprise']|3
Oh, I know just what it is, darling,' cried the girl, putting her arm around her mother's waist caressingly, and drawing her down to kiss her face half a dozen times over in her outburst of sympathy.|41|42|[2, 4]|['fear', 'sadness']|2
Oh, I worked so hard at her, and all with the dread of you in my mind!'|15|16|[2]|['fear']|1
Oh, Nino, dear Nino, your love is best.|6|8|[3]|['joy']|1
Oh, away--away from New York, and--and Mr. Barker and Mr. Screw and all these horrid people, she cried; for she too had confessed and told him all.|34|35|[0, 2, 4]|['anger', 'fear', 'sadness']|3
Oh, it was inhuman to torture her in this way!|7|8|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
Oh, ladies fair, be fair in mind and soul as well as face, so that brave knights may win glory in your service!|19|20|[3]|['joy']|1
Oh, of course it's essentially a sunshiny dress,' said Edie, smiling.|14|16|[3, 5]|['joy', 'surprise']|2
Oh, the saints bless her!|5|6|[3]|['joy']|1
Oh, they go up to the Shelbourne every year, but none of them are married; and I am afraid that they must be very hard up, for their land is very highly let, and the tenants are paying no rent at all now--Ireland is worse than ever; we shall all be ruined, and they say Home Rule is certain.|20|21|[2]|['fear']|1
Oh, they go up to the Shelbourne every year, but none of them are married; and I am afraid that they must be very hard up, for their land is very highly let, and the tenants are paying no rent at all now--Ireland is worse than ever; we shall all be ruined, and they say Home Rule is certain.|57|58|[2, 4]|['fear', 'sadness']|2
"Oh, you unkind boy,"" said Milly, pouting."|2|3|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
Old Pew, as had lost his sight, and might have thought shame, spends twelve hundred pound in a year, like a lord in Parliament.|0|3|[1, 2, 4]|['disgust', 'fear', 'sadness']|3
On seeing me he too gave a cry.|3|4|[4]|['sadness']|1
On the contrary, Marzio still felt a sense of humiliation when he thought how much he owed to the kindness of this man, his brother, lying here injured to death, and powerless to help himself or to save himself.|4|7|[1, 4]|['disgust', 'sadness']|2
On the contrary, Marzio still felt a sense of humiliation when he thought how much he owed to the kindness of this man, his brother, lying here injured to death, and powerless to help himself or to save himself.|27|29|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
On the contrary, Popsy, when it comes to somebody else's sister I'm much too nervous and funky to say anything of the kind.|15|16|[2]|['fear']|1
On the first excursion none of them had quite understood the other, and all of them except poor Ruggiero had been in the best of humours.|17|18|[3]|['joy']|1
On the very day when I promised you to take signal action upon Baron Benoni you left me by stealth, saying in your miserable letter that you had gone to a man who could both love and protect you.|41|42|[0, 1, 2, 3, 4, 5]|['anger', 'disgust', 'fear', 'joy', 'sadness', 'surprise']|6
On these terms, Seraphina, you see how generously I have forgiven myself.|12|13|[3]|['joy']|1
On this occasion I very nearly came to grief myself.|3|4|[4]|['sadness']|1
Once more the Reverend Augustin Ambrose united two loving hearts before the altar of Saint Mary's.|3|10|[3]|['joy']|1
Once more we can climb to the top of Stanbury Hill and enjoy the sense of remoteness and security when we see that dark patch on the horizon, the cloud that hangs over Belwick.|24|25|[3]|['joy']|1
One does not forget the turning-points of one's life,' she answered with a sudden gravity.|13|14|[5]|['surprise']|1
One half of his fortune of course he was obliged to leave to his daughter.|7|8|[0, 1, 2]|['anger', 'disgust', 'fear']|3
One moment more, and he was kneeling at her feet, trembling in every limb and speechless, but kissing the fair white hands again and again, while she bent down her flushed dark cheek till it touched his yellow hair. |5|6|[2, 3, 5]|['fear', 'joy', 'surprise']|3
One of her unfortunate remarks almost caused her sister to snap her head entirely off, but it resulted in an unusual manner.|11|12|[4]|['sadness']|1
One of that small band of high priests who in all ages and nations and religions and societies have been the mediators between time and eternity, to cheer and comfort the broken-hearted, to rebuke him who would lose his own soul, to speed the awakening spirit in its heavenward flight.|39|40|[2, 4]|['fear', 'sadness']|2
One of the housemaids had seen her steal out of the area with something hidden under her cloak, and had also seen her go up the steps of the next door and enter the house.|25|26|[0, 2, 4]|['anger', 'fear', 'sadness']|3
One shriek--and that was all; for the same sword smote her again as she lay, and so she died.|23|24|[2, 4]|['fear', 'sadness']|2
Only this I beg of you.|2|3|[1]|['disgust']|1
Open mouths and open eyes confronted her.|6|7|[0]|['anger']|1
Or else he would see a room in a rich house, where his friend lay asleep, dreaming and smiling at his dreams; and then the door of that room would be opened, the curtains of the bed plucked apart, the sleeper recalled, and lo! |13|15|[3]|['joy']|1
Other things are real to me--I am thankful to say. |7|8|[3]|['joy']|1
Otto paused on the margin, looking about him with delight; then his glance returned to Seraphina, as she stood framed in that silvan pleasantness and looking at her husband with undecipherable eyes.|8|9|[3]|['joy']|1
Otto,' she said, 'I have ruined all!'|6|7|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
Our love was a religion we could have died for.|0|1|[3]|['joy']|1
Our passions, both the good and bad, cease with our blushes.|11|12|[3]|['joy']|1
Over the counter she related her successes as Clairette in _Madame Angot_ and Serpolette in _Les Cloches de Corneville_, and if an incredulous look came into the faces of her guests she sang to them the little ditties, proving by her knowledge of them that all she told them was true.|66|67|[3]|['joy']|1
Paolo might now die of his accident, in his bed.|0|2|[2, 4]|['fear', 'sadness']|2
Paolo smiled, but the effort of speaking had tired him.|0|2|[3, 5]|['joy', 'surprise']|2
Paolo turned his head and looked kindly at his brother.|0|2|[3]|['joy']|1
"Papa, said Lucia timidly, ""do you know?"""|4|6|[2, 4]|['fear', 'sadness']|2
Parents with marriageable daughters invited me frequently to their houses, but these invitations I generally refused.|0|5|[3, 5]|['joy', 'surprise']|2
People could not understand why Corona did not take advantage of the termination of her widowhood to mix at once with the world, and indemnify herself for the year of mourning by a year of unusual gaiety.|29|30|[4]|['sadness']|1
People wondered that Giovanni and Corona should have chosen to retire into the country for their honeymoon, instead of travelling to France and England, and ending their wedding-trip in Switzerland.|34|35|[3, 5]|['joy', 'surprise']|2
Perfectly, echoed Mr. Ambrose, biting his long upper lip and glaring as fiercely at Mr. Booley as though he had said it all himself.|4|9|[0, 1, 2]|['anger', 'disgust', 'fear']|3
"Perfectly, replied the scholar, ""I am doing precisely what my betters have done before me with such admirable result."""|19|20|[3]|['joy']|1
Perhaps Letty best succeeded in conciliating her, for Letty was homely and had the children to help her.|12|14|[5]|['surprise']|1
Perhaps they wouldn't be earls if they knew any better, said Cedric, feeling some vague sympathy for their unhappy condition.|14|17|[4]|['sadness']|1
Perhaps they wouldn't be earls if they knew any better, said Cedric, feeling some vague sympathy for their unhappy condition.|23|24|[4]|['sadness']|1
Perhaps your sympathies are too entirely remote; and yet not long ago you talked with me as if your interests could be much the same as mine.|20|21|[4]|['sadness']|1
Permit me to congratulate you.|2|3|[3]|['joy']|1
Peter, who was able to walk a little way, lost his power directly his will became vanquished by fear--because the sentiment of fear disperses electricity, and being purely HUMAN emotion, does away with spiritual strength for the time.|0|2|[2, 4]|['fear', 'sadness']|2
Peter, who was able to walk a little way, lost his power directly his will became vanquished by fear--because the sentiment of fear disperses electricity, and being purely HUMAN emotion, does away with spiritual strength for the time.|16|17|[0, 2]|['anger', 'fear']|2
Pew was that sort, and he died a beggar-man.|7|8|[2, 4]|['fear', 'sadness']|2
Poor Wallace threw himself into his seat, looking the picture of misery so far as his face, which Nature had moulded in one of her cheerfullest moods, was capable of it.|1|3|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
Precisely, returned Benoni, smilingly. |5|7|[3]|['joy']|1
Pride would not allow her to exhibit the least symptom of the anguish which wrung her heart.|17|18|[0, 2, 3, 4]|['anger', 'fear', 'joy', 'sadness']|4
Ralph, too, had been kind, and she was determined that the two men should not quarrel over her.|14|17|[0]|['anger']|1
Rather should you rejoice, Abdul Hafiz, that she is gone in virgin whiteness, whither ere long you shall follow and be with her till time shall chase the crumbling world out over the broad quicksands of eternity, and nought shall survive of all this but the pure and the constant and the faithful to death.|26|27|[3, 5]|['joy', 'surprise']|2
"Richard, he said, very gravely, ""I heard you."|3|4|[4]|['sadness']|1
SIMPLY AS AN EXAMPLE TO WOMEN who are the mothers of the human race; and who, being thus laid under a heavy responsibility, need sympathetic guidance.|9|15|[4]|['sadness']|1
San Miniato did not answer the remark, for he distrusted her and fancied she might have a retort ready.|11|12|[1]|['disgust']|1
San Miniato was surprised, and not altogether agreeably, by her extreme clearness of perception when they actually arrived at the main discussion.|0|4|[5]|['surprise']|1
San Miniato would soon take up his own life of amusement by day and night, in his own fashion, and Beatrice on her side would form her own friendships and her own ties as best pleased her, subject only to occasional interference from the Count, when he chanced to be in a jealous humour, or when it happened that Beatrice was growing intimate with some lady who had once known him too well.|41|42|[3]|['joy']|1
Sara gave a start of joy; her whole look changed.|0|2|[3]|['joy']|1
Sara's green-gray eyes fixed themselves on her with the quiet, clear look Miss Minchin particularly disliked.|17|20|[0, 1]|['anger', 'disgust']|2
Sarasate is like a brilliant meteor streaming across their narrow bit of the heaven of music; they stare, gape, and think it is an unnatural phenomenon--a 'virtuosity' in the way of meteors, which they are afraid to accept lest it set them on fire.|48|49|[2]|['fear']|1
Save him, Giovanni,--he looks so miserable, cried Corona, with ready sympathy.|14|16|[4]|['sadness']|1
Save him, Giovanni,--he looks so miserable, cried Corona, with ready sympathy.|8|9|[0, 1, 4]|['anger', 'disgust', 'sadness']|3
Secondly, San Miniato would be with Ruggiero in the flames, and throughout all eternity Ruggiero would have the undying satisfaction of having brought him there without any one's help.|22|26|[3]|['joy']|1
See how pale and angry he looks.|5|6|[0, 1]|['anger', 'disgust']|2
See that you do her bidding faithfully, as being near the blessed end, and fearful of losing even one moment in the attainment of what you seek.''  |27|28|[2, 3]|['fear', 'joy']|2
She began to talk eagerly.|0|1|[3, 5]|['joy', 'surprise']|2
She came running forward, and threw her arms round the elder woman and kissed her; it was almost the greeting of a daughter to a mother.|0|1|[3, 5]|['joy', 'surprise']|2
She choked down a sob as she pushed the attic door open, and then she broke into a low cry.|15|16|[0, 4]|['anger', 'sadness']|2
She choked down a sob as she pushed the attic door open, and then she broke into a low cry.|15|16|[0, 4]|['anger', 'sadness']|2
She complimented me much upon my French - should never have known me to be English - had known my uncle, Sir John, in Germany - recognised in me, as a family trait, some of his GRAND AIR and studious courtesy - asked me to call.'|0|1|[3, 5]|['joy', 'surprise']|2
She could say to herself: You are free to love him; then love and be satisfied.|6|7|[3]|['joy']|1
She discovered how certain sweet looks of hers could draw me to her side, a willing and devoted slave; she measured my weakness with her own power; she knew--what did she not know?|10|11|[0, 2, 4]|['anger', 'fear', 'sadness']|3
She does not know what a coward I am, you see, and I hope she will never find out, for nothing was ever said to me that gave me half so much pleasure as to be called brave by her, the dear child; and if she never finds out she may say it again, some day.|14|15|[1, 2, 3]|['disgust', 'fear', 'joy']|3
She does not like me; though perhaps it is my fault, because I do not like her.|10|11|[4]|['sadness']|1
She ended, with a strange burst of passion.|0|1|[3]|['joy']|1
She felt better after having her glass; her thoughts were no longer on the river lying at the end of Wellington Street, but on the passengers in the Strand, the swaggering mummers, male and female; the men with lordly airs and billycock hats; the women with yellow hair and unholy looks upon their faces.|0|1|[3]|['joy']|1
She felt the truth of his unspoken argument--of all that his tone implied.|13|14|[0]|['anger']|1
She found beautiful new flowers growing in her room, whimsical little gifts tucked under pillows, and once, as they sat together in the evening, they heard the scratch of a heavy paw on the door, and when Sara went to find out what it was, there stood a great dog--a splendid Russian boarhound--with a grand silver and gold collar bearing an inscription.|0|1|[3]|['joy']|1
She gave a little cry as she saw Madame de Châteauvieux enter.|6|7|[4]|['sadness']|1
She had flung away the hateful hand which held her, and, with a cry, instinct with the sharp and terrible despair of youth, she had thrown herself at the feet of her lover.|27|28|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
She had had a bad night Mr. Backhouse said, but she had taken some milk and beef-tea; she knew her father and mother quite well, and she had asked twice for Tiza.|35|36|[4]|['sadness']|1
She had hopes, too, that Kate might be got away from her evil companions.|0|1|[3, 5]|['joy', 'surprise']|2
She had hopes, too, that Kate might be got away from her evil companions.|14|15|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
She had tried to make herself look tidy and thought she had succeeded, but tidy or untidy, it was all the same, nothing mattered now; she was done for.|30|31|[3, 5]|['joy', 'surprise']|2
She has just finished her housekeeping, she puts down her basket of keys, and with all the beautiful movement of the young mother she takes up the crawling mass of white frock, kisses her son and settles his blue sash.|26|27|[3, 5]|['joy', 'surprise']|2
She heard the wild thin wind screeching across the ocean furrows, breathless in his race with death. |17|18|[1, 2, 4]|['disgust', 'fear', 'sadness']|3
She hesitated long--fully half an hour, the squire thought; but in the end she put out her small hand and laid it in his, and thanked God that a man so generous and true, and whom she so honestly loved, was to be her husband as well as her friend and protector.|43|44|[3]|['joy']|1
She kept a great deal to her own room, but was always engaged in study, and seemed to find peace in that way.|0|1|[3]|['joy']|1
She knew that she was speaking recklessly, without a thought for dignity.|3|4|[1]|['disgust']|1
She laughed again,--a clear, exultant laugh.|0|1|[3, 5]|['joy', 'surprise']|2
She lay as she had lain in one of her terrible dreams--quite still, the slender body covered by a sheet, moulding it with sculptured delight and love.|3|4|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
She looked at the packet of letters, kissed the crumpled calico rose, the button she had pulled off his coat in a drunken fit and preserved for love, and she even slipped on her wrist the last few pearls that remained of the chaplet she wore when they played at sweethearts in _The Lovers' Knot_.|52|53|[3, 5]|['joy', 'surprise']|2
She looked very miserable, with her white face and weary eyes.|0|1|[0, 1, 4]|['anger', 'disgust', 'sadness']|3
She looked very miserable, with her white face and weary eyes.|0|1|[4]|['sadness']|1
She looked very much moved, and suddenly took Sara in her arms and kissed her.|0|1|[5]|['surprise']|1
She looked very much moved, and suddenly took Sara in her arms and kissed her.|0|1|[3, 5]|['joy', 'surprise']|2
She loved to hold a secondary position; she placed herself in willing subjection to Joseph--a man of austere and simple life, advanced in years, and weighted with the cares of a family by a previous marriage--who wedded her by AN INFLUENCE WHICH COMPELLED HIM to become her protector in the eyes of the world.|8|9|[3]|['joy']|1
She met with a bad accident, and has not been out hunting lately.|0|1|[1, 2, 4, 5]|['disgust', 'fear', 'sadness', 'surprise']|4
She must leave this house and go where she might surrender herself to misery.|8|9|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
She never walked, but seemed to dance about from place to place, so buoyant and light, that Harry doubted whether in her case gravitation could really vary as the square of the distance--it seemed, in fact, to be almost diminished in the proportions of the cube.|21|23|[2]|['fear']|1
She prayed and supplicated in Laura's arms till Laura laid her back on the pillow exhausted.|15|16|[4]|['sadness']|1
She rose suddenly to her feet and shut the lid down sharply upon the key-board.|0|1|[5]|['surprise']|1
She said to herself that San Miniato was again attempting to prepare the scenery for a comedy, and she could have laughed to think that he should still delude himself so completely.|21|22|[3, 5]|['joy', 'surprise']|2
She sat closeted with her all the rest of the afternoon, and it must be admitted that poor Miss Amelia passed through more than one bad quarter of an hour.|19|23|[1, 4]|['disgust', 'sadness']|2
She sat with her eyes downcast, her slim hand dabbling in grass, like a maid waiting for love's summons.|8|9|[3]|['joy']|1
She saw that you were a hard-hearted, worldly woman, and that I was a weak fool, and that we were both of us vulgar and mean enough to grovel on our knees for her money, and behave ill to her because it was taken from her--though she behaved herself like a little princess even when she was a beggar.|15|16|[1]|['disgust']|1
She saw that you were a hard-hearted, worldly woman, and that I was a weak fool, and that we were both of us vulgar and mean enough to grovel on our knees for her money, and behave ill to her because it was taken from her--though she behaved herself like a little princess even when she was a beggar.|64|65|[1]|['disgust']|1
She saw that you were a hard-hearted, worldly woman, and that I was a weak fool, and that we were both of us vulgar and mean enough to grovel on our knees for her money, and behave ill to her because it was taken from her--though she behaved herself like a little princess even when she was a beggar.|23|24|[1, 4]|['disgust', 'sadness']|2
She seemed a little unprepared for the repressed energy of his manner, which, he strove to cover by a greater amount of coldness than usual.|0|1|[4]|['sadness']|1
She sends Beatriz to denounce the treachery of her husband to the Duke, and, finally, she herself penetrates into the cell of Macias, to warn him of the fate that threatens him and to persuade him to fly.|44|45|[0, 2]|['anger', 'fear']|2
She sends Beatriz to denounce the treachery of her husband to the Duke, and, finally, she herself penetrates into the cell of Macias, to warn him of the fate that threatens him and to persuade him to fly.|21|22|[0, 1, 2, 5]|['anger', 'disgust', 'fear', 'surprise']|4
She shuddered as she passed the head of the great staircase and heard, as though but a few steps from her, a wild shriek that died suddenly into a gurgling death hiss.|5|6|[2]|['fear']|1
She smiled--did her lip quiver?|0|1|[3, 5]|['joy', 'surprise']|2
She stood before her, arranging the manacles on her wrists nervously.|10|11|[2]|['fear']|1
She struggled hard against these dark thoughts; but it was no use.|0|1|[0, 2, 4]|['anger', 'fear', 'sadness']|3
She threw into her touch all that she was suffering and it was a faint satisfaction to her to listen to the lament of the sad notes as she struck them and they rose and fell and died away.|17|18|[4]|['sadness']|1
She took Marie's shawl from Kendal's arm and put it tenderly round her; then she smiled down into her eyes, said a low 'good-night, best and kindest of friends!' |27|28|[3]|['joy']|1
She took Marie's shawl from Kendal's arm and put it tenderly round her; then she smiled down into her eyes, said a low 'good-night, best and kindest of friends!' |23|24|[3, 5]|['joy', 'surprise']|2
She took a certain amount of opposition on Beatrice's part as a matter of course, and was prepared to be very long-suffering with the girl's moods, partly because it was less trouble than to do battle with her, and partly because it was really wiser.|46|47|[0]|['anger']|1
She was ashamed to have so deceived herself; she had feared him, because she believed he loved her, and that by sympathy he might see into her heart.|15|16|[1, 4]|['disgust', 'sadness']|2
She was ashamed to have so deceived herself; she had feared him, because she believed he loved her, and that by sympathy he might see into her heart.|25|26|[4]|['sadness']|1
She was ashamed to have so deceived herself; she had feared him, because she believed he loved her, and that by sympathy he might see into her heart.|15|16|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
She was dimpled whenever she smiled, and she smiled often; her full lips giving a peculiar ripe look to her laughing mouth that suited admirably with her light and delicate style of beauty.|31|32|[3, 5]|['joy', 'surprise']|2
She was dimpled whenever she smiled, and she smiled often; her full lips giving a peculiar ripe look to her laughing mouth that suited admirably with her light and delicate style of beauty.|9|10|[3, 5]|['joy', 'surprise']|2
She was far from spiritual arrogance; her natural mood was a profound humility; she deemed herself rather below than above the active toilers, whose sweat was sacred; but life had declared that such toil was not for her, and from Stella she derived the support which enabled her to pursue her path in peace--a path not one with Stella's.|58|59|[3]|['joy']|1
She was free, and the man whom she loved with the love of years, with the first love of maidenhood and the confirmed love of maturity, was but a few yards from her--it might be, had even come here on purpose to meet her.|8|9|[3]|['joy']|1
She was here with me yesterday; how beautiful she looked, and how graceful were her laughter and speech, he said, turning suddenly and looking down on the landscape; on the massy trees contrasting with the walls of the town, the spine-like bridge crossing the marshy shore, the sails of the mill turning over the crest of the hill.|9|10|[3]|['joy']|1
She was no longer the girl who questioned her heart as to the significance of the vows required in the marriage service; in looking back upon those struggles she could have wept for pity.|29|30|[4]|['sadness']|1
She was not in the mood to face anything more than she was facing in her room, while Miss Amelia was weeping in bed.|19|22|[4]|['sadness']|1
She was pale and thin, and all the dimples had gone from her pretty face, and her eyes looked large and mournful, and she was dressed in black.|28|29|[0, 2, 3, 4]|['anger', 'fear', 'joy', 'sadness']|4
She was pale with excitement.|0|1|[3, 5]|['joy', 'surprise']|2
She was playing with great spirit, and Lord Lansdowne was following her delightedly.|8|13|[3, 5]|['joy', 'surprise']|2
She was proud of his graceful, strong little body and his pretty manners, and especially proud of the bright curly hair which waved over his forehead and fell in charming love-locks on his shoulders.|36|37|[3]|['joy']|1
She was proud of his graceful, strong little body and his pretty manners, and especially proud of the bright curly hair which waved over his forehead and fell in charming love-locks on his shoulders.|0|1|[3]|['joy']|1
She was silent in her habits, scarcely ever joining in general conversation; but when Letty could steal an hour from household duties and go to Adela's room she was always sure of hearing wise and tender words in which her heart delighted.|16|18|[0, 2, 4]|['anger', 'fear', 'sadness']|3
She was silent in her habits, scarcely ever joining in general conversation; but when Letty could steal an hour from household duties and go to Adela's room she was always sure of hearing wise and tender words in which her heart delighted.|32|33|[3, 5]|['joy', 'surprise']|2
She was thinking of the day when she had been told that she belonged to nobody, and was in danger of being turned into the street; she was thinking of the cold, hungry hours she had spent alone with Emily and Melchisedec in the attic.|37|38|[2, 4]|['fear', 'sadness']|2
She was very pretty, and had been living as companion to a rich old lady who was not kind to her, and one day Captain Cedric Errol, who was calling at the house, saw her run up the stairs with tears on her eyelashes; and she looked so sweet and innocent and sorrowful that the Captain could not forget her.|54|55|[3]|['joy']|1
She was very pretty, and had been living as companion to a rich old lady who was not kind to her, and one day Captain Cedric Errol, who was calling at the house, saw her run up the stairs with tears on her eyelashes; and she looked so sweet and innocent and sorrowful that the Captain could not forget her.|54|55|[4]|['sadness']|1
She will be very angry.|0|1|[0, 1]|['anger', 'disgust']|2
She'll get over being frightened after a little while.|0|1|[2, 4, 5]|['fear', 'sadness', 'surprise']|3
