text|experiencer|emotion|explicit
Madame de Chateauvieux's smiling reply was broken by the reappearance of Wallace, round whom the buzz of congratulation closed with fresh vigour.|Madame de Chateauvieux|['joy']|True
Madame de Châteauvieux was tremblingly silent, her thoughts travelling back over the past with lightning rapidity.|Madame de Châteauvieux|['fear']|True
Mamma will insist on riches, position, and all that sort of thing--those kind of men don't want to get married--I am sick of going out; I won't go out any more.|I|['sadness']|True
"Mamma,"" she cried, as the Marchesa entered the room, ""I am going to sing to my betrothed."|my|['joy']|True
"Mamma,"" she cried, as the Marchesa entered the room, ""I am going to sing to my betrothed."|she|['sadness']|True
Many confused thoughts oppressed him, but they were like advancing and retreating waves breaking about the central rock of his one unalterable purpose.|him|['anger', 'disgust', 'fear', 'sadness']|True
Margaret and Lady Victoria came home together in great spirits, laughing and rustling in their silk cloaks as they entered the little drawing-room, and sat down by the fire for a chat. |Margaret and Lady Victoria|['joy']|True
Margaret turned quickly to him, comprehending suddenly.|Margaret|['surprise']|True
Maria Luisa nodded in the midst of a fit of weeping.|Maria Luisa|['sadness']|True
Maria Luisa stared at him sorrowfully, as though reproaching him with indifference in the general calamity.|Maria Luisa|['sadness']|True
Maria Luisa stared at him sorrowfully, as though reproaching him with indifference in the general calamity.|him|['anger', 'disgust', 'sadness']|True
Mary Juxon is the happiest of women; happy in her husband, in her eldest daughter, in John Short and in the little children with bright faces and ringing voices who nestle at her knee or climb over the sturdy sailor-squire, and pull his great beard and make him laugh.|Mary Juxon|['joy']|True
Mary Juxon is the happiest of women; happy in her husband, in her eldest daughter, in John Short and in the little children with bright faces and ringing voices who nestle at her knee or climb over the sturdy sailor-squire, and pull his great beard and make him laugh.|him|['joy', 'surprise']|True
Marzio looked for one instant more, and then with a loud cry fell upon his knees by the bedside, his long arms extended across his brother's body.|Marzio|['sadness']|True
Marzio's tears broke out again, mingled with incoherent words of joy.|Marzio's|['joy', 'sadness']|True
Mattha Branthwaite was once more resplendent in those Chapel-Sunday garments with which, in the perversity of the old weaver's unorthodox heart, that auspicious day was not often honored.|Mattha Branthwaite|['joy']|True
Mattha is speaking with an insinuating smile.|Mattha|['joy', 'surprise']|True
Meanwhile, man, devil, fool, or reprobate, I am very old.|I|['anger', 'disgust', 'fear', 'sadness']|True
Mind you come at Christmas, shouted both the children, as the train moved away from Windermere station and left Aunt Emma standing on the platform; and Aunt Emma nodded and smiled and waved her handkerchief to them till they were quite out of sight.|Aunt Emma|['surprise']|True
Miss Bretherton had herself sent him a warm note of invitation, containing an order for the first night and an appeal to him to come and 'judge me as kindly as truth will let you.'|you|['joy']|True
Miss Minchin fell back in amazed indignation.|Miss Minchin|['anger', 'disgust', 'surprise']|True
Miss Minchin gasped out.|Miss Minchin|['surprise']|True
Miss Minchin was not a clever woman, and in her excitement she was silly enough to make one desperate effort to regain what she could not help seeing she had lost through her worldly folly.|her|['joy', 'surprise']|True
Miss Minchin was not a clever woman, and in her excitement she was silly enough to make one desperate effort to regain what she could not help seeing she had lost through her worldly folly.|she|['fear', 'sadness']|True
Months ago, when I was betrayed into a piece of rash violence, for which I at once apologised to you, I told you under somewhat peculiar circumstances that I would yet marry your daughter, if she would have me.|I|['anger', 'disgust', 'fear', 'sadness']|True
Mr Hare was kneeling by his daughter when John, rushing forth, stopped and stood aghast.|John|['disgust', 'fear', 'surprise']|True
Mr. Booley had been held in check for a few moments by Mr. Juxon's determined manner, but as he followed the squire he began to regret that he had yielded so far and he made a fresh assertion of his rights.|he|['sadness']|True
"Mr. Hobbs had a very bad opinion of ""the British,"" and he told the whole story of the Revolution, relating very wonderful and patriotic stories about the villainy of the enemy and the bravery of the Revolutionary heroes, and he even generously repeated part of the Declaration of Independence."|Mr. Hobbs|['disgust', 'sadness']|True
"Mr. Hobbs had a very bad opinion of ""the British,"" and he told the whole story of the Revolution, relating very wonderful and patriotic stories about the villainy of the enemy and the bravery of the Revolutionary heroes, and he even generously repeated part of the Declaration of Independence."|he|['joy']|True
Mr. Juxon had entered, too, while Mr. Ambrose remained outside with the detective, who had been frightened into submission by the physician's last threat.|Mr. Ambrose|['fear', 'surprise']|True
Mr. Juxon, sir, I fear I must insist.|I|['anger', 'fear']|True
Mrs. Carmichael was crying as she kissed her again.|Mrs. Carmichael|['sadness']|True
Mrs. Carmichael was crying as she kissed her again.|she|['joy', 'surprise']|True
Mrs. Oswald knew there was nothing that annoyed the old lady so much as any allusion to her increasing age or infirmities, and she took her revenge out of her in that simple retributive fashion.|her|['anger', 'fear']|True
Mrs. Oswald knew there was nothing that annoyed the old lady so much as any allusion to her increasing age or infirmities, and she took her revenge out of her in that simple retributive fashion.|old lady|['anger', 'disgust']|True
"My beloved, she cried, proudly, ""you are all I thought--and more too."""|she|['joy', 'sadness']|True
My best books warned me against feminine society--and I believed and accepted the warning.|I|['fear']|True
My best books warned me against feminine society--and I believed and accepted the warning.|me|['fear', 'surprise']|True
My blessed lady, I have told you the story of my birth for the first time to-day.|my|['joy']|True
My dear Edie, I've always admitted that you were simply perfect,' Harry said, glancing at her with visible admiration, 'and I don't think anything on earth could  possibly improve you--except perhaps a judicious course of differential and integral calculus, which might possibly serve to tone down slightly your exuberant and excessive vitality.|Harry|['joy']|True
My dear Edie, I've always admitted that you were simply perfect,' Harry said, glancing at her with visible admiration, 'and I don't think anything on earth could  possibly improve you--except perhaps a judicious course of differential and integral calculus, which might possibly serve to tone down slightly your exuberant and excessive vitality.|you|['joy']|True
My dear Olive, I shall be delighted to have you with me; but why can't you stop at home any longer--surely there is no harm in my asking?'|I|['joy', 'surprise']|True
"My dear boy, cries he, ""go in God's name, and do what you think is right."|he|['sadness']|True
"My dear children, I answered, thinking I might well call them so, ""he said a great many unpleasant things, so that I offered to fight him if he said any more."""|he|['disgust', 'sadness']|True
My dear sir... began Enfield, surprised out of himself.|himself|['surprise']|True
My heart sank at the thought of parting from her, and I looked wistfully at her lovely face.|My|['sadness']|True
My heart sank at the thought of parting from her, and I looked wistfully at her lovely face.|her|['joy', 'surprise']|True
"My lord duke, said Alicia, ""so as the man is straight""--And there, in a perfect consternation, the voice died on her tongue."|her|['fear']|True
My uncle--my father's brother--died a week before I sailed.|My uncle|['fear', 'sadness']|True
My wife was universally admired; her lovely face and graceful manners were themes of conversation throughout the whole neighborhood.|her|['joy', 'surprise']|True
My wife's beauty never palled upon me; she grew fairer with each day of possession.|My wife's|['joy']|True
My wife's beauty never palled upon me; she grew fairer with each day of possession.|she|['joy']|True
Naturally, her whole soul is thrown into an effort to save her lover.|her|['joy']|True
"Nay, he said, ""the devil is still strong within me."|the devil|['anger', 'disgust', 'fear', 'sadness']|True
Near by were the Worralls, looking a little sulky, as Kendal fancied, in the midst of this great inrush of the London world, which was sweeping their niece from them into a position of superiority and independence they were not at all prepared to see her take up; Nothing, indeed, could be prettier than her manner to them whenever she came across them, but it was evident that she was no longer an automaton to be moved at their will and pleasure, but a woman and an artist, mistress of herself and of her fate.|Kendal|['joy']|True
Near by were the Worralls, looking a little sulky, as Kendal fancied, in the midst of this great inrush of the London world, which was sweeping their niece from them into a position of superiority and independence they were not at all prepared to see her take up; Nothing, indeed, could be prettier than her manner to them whenever she came across them, but it was evident that she was no longer an automaton to be moved at their will and pleasure, but a woman and an artist, mistress of herself and of her fate.|her manner|['joy']|True
Near by were the Worralls, looking a little sulky, as Kendal fancied, in the midst of this great inrush of the London world, which was sweeping their niece from them into a position of superiority and independence they were not at all prepared to see her take up; Nothing, indeed, could be prettier than her manner to them whenever she came across them, but it was evident that she was no longer an automaton to be moved at their will and pleasure, but a woman and an artist, mistress of herself and of her fate.|their niece|['joy', 'surprise']|True
Nehushta glided like a ghost along the corridors and dimly-lighted halls.|Nehushta|['fear']|True
Nehushta still held Zoroaster's hand and stared wildly upon the helpless priests.|Nehushta|['surprise']|True
Nehushta still held Zoroaster's hand and stared wildly upon the helpless priests.|priests|['fear', 'sadness']|True
Nehushta still held his hand tightly between her own, and, pale as death, she looked up to him as he spoke.|Nehushta|['disgust', 'fear', 'sadness']|True
Neither disclosure affected her gravely.|her|['sadness']|True
Never had such joy reigned in the nursery of the Large Family.|the Large Family|['joy']|True
"Never, answered Lady Victoria cheerily, ""and if I ever do they never come true."""|Lady Victoria|['joy']|True
Nino could not hold his tongue any longer.|Nino|['disgust']|True
No doubt the porter was right; Ralph had gone away to escape from her, which was just as well, for what more had they to say to each other: hadn't he married Hender?|Ralph|['fear']|True
No good tea to be got nowadays, since they took the duties off and ruined the country.|they|['fear', 'sadness']|True
No sooner was this business done, than the words seemed to leave us; and though I would seek to jest with Alan under the name of Mr. Thomson, and he with me on my new clothes and my estate, you could feel very well that we were nearer tears than laughter.|I|['joy']|True
"No, answered Mr. Hobbs, with indignation; ""I guess not."|Mr. Hobbs|['anger', 'disgust']|True
No, answered the physician, gravely, but looking hard at the unhappy woman.|the physician|['fear', 'sadness']|True
No, answered the physician, gravely, but looking hard at the unhappy woman.|the unhappy woman|['sadness']|True
No, but a bigger man than Monsey, said Ralph with a smile.|Ralph|['joy', 'surprise']|True
Not many, sir, said I, smiling.|I|['joy', 'surprise']|True
Not that he ceased to pity the misfortune or to yearn for the sight of Seraphina; but the memory of her obdurate coldness awoke within him, and woke in turn his own habitual diffidence of self.|he|['fear', 'sadness']|True
Not up to much,' she said, and passed on into the Strand mumbling her misfortunes and causing the passers-by to look after her. |her|['fear', 'sadness']|True
Now and then, when he fell into a low humour, when there was no laughable play to witness in any of the London theatres, and when the season of the year was unsuitable to those field sports in which he excelled all competitors, he would summon his confidant and Master of the Horse, Colonel Geraldine, and bid him prepare himself against an evening ramble.  |he|['joy', 'surprise']|True
Now in the solitude of his studio he had found leisure to follow out the results to the last link of the chain.|he|['joy']|True
Now they all understood one another too well, and they were silent and uneasy when together.|they|['disgust', 'fear']|True
Now they are lost to the sight of the spectators below; now they are seen, and now they are hidden; now three of the six emerge near the top.|they|['fear', 'sadness']|True
Now, she has no particular aversion to that kind of commerce, but since Robbie is so eager, she has resolved, like a true woman, that his appetite shall be whetted by a temporary disappointment.|Robbie|['joy', 'surprise']|True
Now, too, he had seen with his eyes and had understood in other ways that she was to be married against her will to a man she hated and despised, and who was already betraying her.|her|['disgust', 'sadness']|True
Now, too, he had seen with his eyes and had understood in other ways that she was to be married against her will to a man she hated and despised, and who was already betraying her.|she|['anger', 'disgust', 'fear', 'sadness']|True
Observe, too, that they had no doubts upon the point; they came 'to worship him,' and provided themselves with gifts to offer to this radiant Guest, the offspring of pure Light.|they|['joy', 'surprise']|True
Of course I married her.|I|['joy', 'surprise']|True
Of course it only means that I am savagely jealous.|I|['anger', 'disgust', 'fear']|True
Of course it was a great sin to kill San Miniato.|San Miniato|['fear', 'sadness']|True
"Oh yes, she replied with an alacrity that surprised him, ""I feel rather inclined to sing."|him|['surprise']|True
Oh, I know just what it is, darling,' cried the girl, putting her arm around her mother's waist caressingly, and drawing her down to kiss her face half a dozen times over in her outburst of sympathy.|girl|['joy', 'sadness', 'surprise']|True
Oh, I know just what it is, darling,' cried the girl, putting her arm around her mother's waist caressingly, and drawing her down to kiss her face half a dozen times over in her outburst of sympathy.|her|['fear', 'sadness']|True
Oh, I worked so hard at her, and all with the dread of you in my mind!'|you|['fear']|True
Oh, Nino, dear Nino, your love is best.|Nino|['joy']|True
Oh, away--away from New York, and--and Mr. Barker and Mr. Screw and all these horrid people, she cried; for she too had confessed and told him all.|she|['anger', 'fear', 'sadness']|True
Oh, it was inhuman to torture her in this way!|her|['anger', 'disgust', 'fear', 'sadness']|True
Oh, ladies fair, be fair in mind and soul as well as face, so that brave knights may win glory in your service!|knights|['joy']|True
Oh, of course it's essentially a sunshiny dress,' said Edie, smiling.|Edie|['joy', 'surprise']|True
Oh, the saints bless her!|her|['joy']|True
Oh, they go up to the Shelbourne every year, but none of them are married; and I am afraid that they must be very hard up, for their land is very highly let, and the tenants are paying no rent at all now--Ireland is worse than ever; we shall all be ruined, and they say Home Rule is certain.|I|['fear']|True
Oh, they go up to the Shelbourne every year, but none of them are married; and I am afraid that they must be very hard up, for their land is very highly let, and the tenants are paying no rent at all now--Ireland is worse than ever; we shall all be ruined, and they say Home Rule is certain.|we|['fear', 'sadness']|True
"Oh, you unkind boy,"" said Milly, pouting."|you|['anger', 'disgust', 'fear', 'sadness']|True
Old Pew, as had lost his sight, and might have thought shame, spends twelve hundred pound in a year, like a lord in Parliament.|Old Pew|['disgust', 'fear', 'sadness']|True
On seeing me he too gave a cry.|he|['sadness']|True
On the contrary, Marzio still felt a sense of humiliation when he thought how much he owed to the kindness of this man, his brother, lying here injured to death, and powerless to help himself or to save himself.|Marzio|['disgust', 'sadness']|True
On the contrary, Marzio still felt a sense of humiliation when he thought how much he owed to the kindness of this man, his brother, lying here injured to death, and powerless to help himself or to save himself.|his brother|['anger', 'disgust', 'fear', 'sadness']|True
On the contrary, Popsy, when it comes to somebody else's sister I'm much too nervous and funky to say anything of the kind.|I|['fear']|True
On the first excursion none of them had quite understood the other, and all of them except poor Ruggiero had been in the best of humours.|them|['joy']|True
On the very day when I promised you to take signal action upon Baron Benoni you left me by stealth, saying in your miserable letter that you had gone to a man who could both love and protect you.|you|['anger', 'disgust', 'fear', 'joy', 'sadness', 'surprise']|True
On these terms, Seraphina, you see how generously I have forgiven myself.|I|['joy']|True
On this occasion I very nearly came to grief myself.|I|['sadness']|True
Once more the Reverend Augustin Ambrose united two loving hearts before the altar of Saint Mary's.|Reverend Augustin Ambrose|['joy']|True
Once more we can climb to the top of Stanbury Hill and enjoy the sense of remoteness and security when we see that dark patch on the horizon, the cloud that hangs over Belwick.|we|['joy']|True
One does not forget the turning-points of one's life,' she answered with a sudden gravity.|she|['surprise']|True
One half of his fortune of course he was obliged to leave to his daughter.|he|['anger', 'disgust', 'fear']|True
One moment more, and he was kneeling at her feet, trembling in every limb and speechless, but kissing the fair white hands again and again, while she bent down her flushed dark cheek till it touched his yellow hair. |he|['fear', 'joy', 'surprise']|True
One of her unfortunate remarks almost caused her sister to snap her head entirely off, but it resulted in an unusual manner.|her|['sadness']|True
One of that small band of high priests who in all ages and nations and religions and societies have been the mediators between time and eternity, to cheer and comfort the broken-hearted, to rebuke him who would lose his own soul, to speed the awakening spirit in its heavenward flight.|him|['fear', 'sadness']|True
One of the housemaids had seen her steal out of the area with something hidden under her cloak, and had also seen her go up the steps of the next door and enter the house.|her|['anger', 'fear', 'sadness']|True
One shriek--and that was all; for the same sword smote her again as she lay, and so she died.|she|['fear', 'sadness']|True
Only this I beg of you.|I|['disgust']|True
Open mouths and open eyes confronted her.|her|['anger']|True
Or else he would see a room in a rich house, where his friend lay asleep, dreaming and smiling at his dreams; and then the door of that room would be opened, the curtains of the bed plucked apart, the sleeper recalled, and lo! |his friend|['joy']|True
Other things are real to me--I am thankful to say. |I|['joy']|True
Otto paused on the margin, looking about him with delight; then his glance returned to Seraphina, as she stood framed in that silvan pleasantness and looking at her husband with undecipherable eyes.|him|['joy']|True
Otto,' she said, 'I have ruined all!'|I|['anger', 'disgust', 'fear', 'sadness']|True
Our love was a religion we could have died for.|Our|['joy']|True
Our passions, both the good and bad, cease with our blushes.|Our|['joy']|True
Over the counter she related her successes as Clairette in _Madame Angot_ and Serpolette in _Les Cloches de Corneville_, and if an incredulous look came into the faces of her guests she sang to them the little ditties, proving by her knowledge of them that all she told them was true.|she|['joy']|True
Paolo might now die of his accident, in his bed.|Paolo|['fear', 'sadness']|True
Paolo smiled, but the effort of speaking had tired him.|Paolo|['joy', 'surprise']|True
Paolo turned his head and looked kindly at his brother.|Paolo|['joy']|True
"Papa, said Lucia timidly, ""do you know?"""|Lucia|['fear', 'sadness']|True
Parents with marriageable daughters invited me frequently to their houses, but these invitations I generally refused.|Parents with marriageable daughters|['joy', 'surprise']|True
People could not understand why Corona did not take advantage of the termination of her widowhood to mix at once with the world, and indemnify herself for the year of mourning by a year of unusual gaiety.|herself|['sadness']|True
People wondered that Giovanni and Corona should have chosen to retire into the country for their honeymoon, instead of travelling to France and England, and ending their wedding-trip in Switzerland.|their|['joy', 'surprise']|True
Perfectly, echoed Mr. Ambrose, biting his long upper lip and glaring as fiercely at Mr. Booley as though he had said it all himself.|Mr. Ambrose|['anger', 'disgust', 'fear']|True
"Perfectly, replied the scholar, ""I am doing precisely what my betters have done before me with such admirable result."""|me|['joy']|True
Perhaps Letty best succeeded in conciliating her, for Letty was homely and had the children to help her.|Letty|['joy', 'surprise']|True
Perhaps they wouldn't be earls if they knew any better, said Cedric, feeling some vague sympathy for their unhappy condition.|Cedric|['sadness']|True
Perhaps they wouldn't be earls if they knew any better, said Cedric, feeling some vague sympathy for their unhappy condition.|their|['sadness']|True
Perhaps your sympathies are too entirely remote; and yet not long ago you talked with me as if your interests could be much the same as mine.|your|['sadness']|True
Permit me to congratulate you.|me|['joy']|True
Peter, who was able to walk a little way, lost his power directly his will became vanquished by fear--because the sentiment of fear disperses electricity, and being purely HUMAN emotion, does away with spiritual strength for the time.|Peter|['fear', 'sadness']|True
Peter, who was able to walk a little way, lost his power directly his will became vanquished by fear--because the sentiment of fear disperses electricity, and being purely HUMAN emotion, does away with spiritual strength for the time.|his|['anger', 'fear']|True
Pew was that sort, and he died a beggar-man.|he|['fear', 'sadness']|True
Poor Wallace threw himself into his seat, looking the picture of misery so far as his face, which Nature had moulded in one of her cheerfullest moods, was capable of it.|Wallace|['anger', 'disgust', 'fear', 'sadness']|True
Precisely, returned Benoni, smilingly. |Benoni|['joy']|True
Pride would not allow her to exhibit the least symptom of the anguish which wrung her heart.|her|['anger', 'fear', 'joy', 'sadness']|True
Ralph, too, had been kind, and she was determined that the two men should not quarrel over her.|Ralph|['joy']|True
Ralph, too, had been kind, and she was determined that the two men should not quarrel over her.|the two men|['anger']|True
Rather should you rejoice, Abdul Hafiz, that she is gone in virgin whiteness, whither ere long you shall follow and be with her till time shall chase the crumbling world out over the broad quicksands of eternity, and nought shall survive of all this but the pure and the constant and the faithful to death.|you|['joy', 'surprise']|True
"Richard, he said, very gravely, ""I heard you."|he|['sadness']|True
SIMPLY AS AN EXAMPLE TO WOMEN who are the mothers of the human race; and who, being thus laid under a heavy responsibility, need sympathetic guidance.|the mothers of the human race|['sadness']|True
San Miniato did not answer the remark, for he distrusted her and fancied she might have a retort ready.|he|['disgust']|True
San Miniato was surprised, and not altogether agreeably, by her extreme clearness of perception when they actually arrived at the main discussion.|San Miniato|['surprise']|True
San Miniato would soon take up his own life of amusement by day and night, in his own fashion, and Beatrice on her side would form her own friendships and her own ties as best pleased her, subject only to occasional interference from the Count, when he chanced to be in a jealous humour, or when it happened that Beatrice was growing intimate with some lady who had once known him too well.|her|['joy']|True
Sara gave a start of joy; her whole look changed.|Sara|['joy']|True
Sara's green-gray eyes fixed themselves on her with the quiet, clear look Miss Minchin particularly disliked.|Miss Minchin|['anger', 'disgust']|True
Sarasate is like a brilliant meteor streaming across their narrow bit of the heaven of music; they stare, gape, and think it is an unnatural phenomenon--a 'virtuosity' in the way of meteors, which they are afraid to accept lest it set them on fire.|they|['fear']|True
Save him, Giovanni,--he looks so miserable, cried Corona, with ready sympathy.|Corona|['sadness']|True
Save him, Giovanni,--he looks so miserable, cried Corona, with ready sympathy.|he|['anger', 'disgust', 'sadness']|True
Secondly, San Miniato would be with Ruggiero in the flames, and throughout all eternity Ruggiero would have the undying satisfaction of having brought him there without any one's help.|Ruggiero|['joy']|True
See how pale and angry he looks.|he|['anger', 'disgust']|True
See that you do her bidding faithfully, as being near the blessed end, and fearful of losing even one moment in the attainment of what you seek.''  |you|['fear', 'joy']|True
She began to talk eagerly.|She|['joy', 'surprise']|True
She came running forward, and threw her arms round the elder woman and kissed her; it was almost the greeting of a daughter to a mother.|she|['joy', 'surprise']|True
She choked down a sob as she pushed the attic door open, and then she broke into a low cry.|She|['anger', 'sadness']|True
She choked down a sob as she pushed the attic door open, and then she broke into a low cry.|she|['anger', 'sadness']|True
She complimented me much upon my French - should never have known me to be English - had known my uncle, Sir John, in Germany - recognised in me, as a family trait, some of his GRAND AIR and studious courtesy - asked me to call.'|she|['joy', 'surprise']|True
She could say to herself: You are free to love him; then love and be satisfied.|You|['joy']|True
She discovered how certain sweet looks of hers could draw me to her side, a willing and devoted slave; she measured my weakness with her own power; she knew--what did she not know?|me|['anger', 'fear', 'sadness']|True
She does not know what a coward I am, you see, and I hope she will never find out, for nothing was ever said to me that gave me half so much pleasure as to be called brave by her, the dear child; and if she never finds out she may say it again, some day.|I|['disgust', 'fear', 'joy']|True
She does not like me; though perhaps it is my fault, because I do not like her.|my|['sadness']|True
She ended, with a strange burst of passion.|She|['joy']|True
She felt better after having her glass; her thoughts were no longer on the river lying at the end of Wellington Street, but on the passengers in the Strand, the swaggering mummers, male and female; the men with lordly airs and billycock hats; the women with yellow hair and unholy looks upon their faces.|she|['joy']|True
She felt the truth of his unspoken argument--of all that his tone implied.|his|['anger']|True
She found beautiful new flowers growing in her room, whimsical little gifts tucked under pillows, and once, as they sat together in the evening, they heard the scratch of a heavy paw on the door, and when Sara went to find out what it was, there stood a great dog--a splendid Russian boarhound--with a grand silver and gold collar bearing an inscription.|She|['joy']|True
She gave a little cry as she saw Madame de Châteauvieux enter.|She|['sadness']|True
She had flung away the hateful hand which held her, and, with a cry, instinct with the sharp and terrible despair of youth, she had thrown herself at the feet of her lover.|she|['anger', 'disgust', 'fear', 'sadness']|True
She had had a bad night Mr. Backhouse said, but she had taken some milk and beef-tea; she knew her father and mother quite well, and she had asked twice for Tiza.|she|['sadness']|True
She had hopes, too, that Kate might be got away from her evil companions.|She|['joy', 'surprise']|True
She had hopes, too, that Kate might be got away from her evil companions.|her|['anger', 'disgust', 'fear', 'sadness']|True
She had tried to make herself look tidy and thought she had succeeded, but tidy or untidy, it was all the same, nothing mattered now; she was done for.|she|['joy', 'surprise']|True
She has just finished her housekeeping, she puts down her basket of keys, and with all the beautiful movement of the young mother she takes up the crawling mass of white frock, kisses her son and settles his blue sash.|she|['joy', 'surprise']|True
She heard the wild thin wind screeching across the ocean furrows, breathless in his race with death. |his|['disgust', 'fear', 'sadness']|True
She hesitated long--fully half an hour, the squire thought; but in the end she put out her small hand and laid it in his, and thanked God that a man so generous and true, and whom she so honestly loved, was to be her husband as well as her friend and protector.|she|['joy']|True
She kept a great deal to her own room, but was always engaged in study, and seemed to find peace in that way.|she|['joy']|True
She knew that she was speaking recklessly, without a thought for dignity.|she|['disgust']|True
She laughed again,--a clear, exultant laugh.|she|['joy', 'surprise']|True
She lay as she had lain in one of her terrible dreams--quite still, the slender body covered by a sheet, moulding it with sculptured delight and love.|She|['anger', 'disgust', 'fear', 'sadness']|True
She looked at the packet of letters, kissed the crumpled calico rose, the button she had pulled off his coat in a drunken fit and preserved for love, and she even slipped on her wrist the last few pearls that remained of the chaplet she wore when they played at sweethearts in _The Lovers' Knot_.|she|['joy', 'surprise']|True
She looked very miserable, with her white face and weary eyes.|She|['anger', 'disgust', 'sadness']|True
She looked very miserable, with her white face and weary eyes.|she|['sadness']|True
She looked very much moved, and suddenly took Sara in her arms and kissed her.|She|['surprise']|True
She looked very much moved, and suddenly took Sara in her arms and kissed her.|she|['joy', 'surprise']|True
She loved to hold a secondary position; she placed herself in willing subjection to Joseph--a man of austere and simple life, advanced in years, and weighted with the cares of a family by a previous marriage--who wedded her by AN INFLUENCE WHICH COMPELLED HIM to become her protector in the eyes of the world.|She|['joy']|True
She met with a bad accident, and has not been out hunting lately.|She|['disgust', 'fear', 'sadness', 'surprise']|True
She must leave this house and go where she might surrender herself to misery.|she|['anger', 'disgust', 'fear', 'sadness']|True
She never walked, but seemed to dance about from place to place, so buoyant and light, that Harry doubted whether in her case gravitation could really vary as the square of the distance--it seemed, in fact, to be almost diminished in the proportions of the cube.|Harry|['fear']|True
She prayed and supplicated in Laura's arms till Laura laid her back on the pillow exhausted.|her|['sadness']|True
She rose suddenly to her feet and shut the lid down sharply upon the key-board.|She|['surprise']|True
She said to herself that San Miniato was again attempting to prepare the scenery for a comedy, and she could have laughed to think that he should still delude himself so completely.|she|['joy', 'surprise']|True
She sat closeted with her all the rest of the afternoon, and it must be admitted that poor Miss Amelia passed through more than one bad quarter of an hour.|poor Miss Amelia|['disgust', 'sadness']|True
She sat with her eyes downcast, her slim hand dabbling in grass, like a maid waiting for love's summons.|her|['joy']|True
She saw that you were a hard-hearted, worldly woman, and that I was a weak fool, and that we were both of us vulgar and mean enough to grovel on our knees for her money, and behave ill to her because it was taken from her--though she behaved herself like a little princess even when she was a beggar.|I|['disgust']|True
She saw that you were a hard-hearted, worldly woman, and that I was a weak fool, and that we were both of us vulgar and mean enough to grovel on our knees for her money, and behave ill to her because it was taken from her--though she behaved herself like a little princess even when she was a beggar.|she|['disgust']|True
She saw that you were a hard-hearted, worldly woman, and that I was a weak fool, and that we were both of us vulgar and mean enough to grovel on our knees for her money, and behave ill to her because it was taken from her--though she behaved herself like a little princess even when she was a beggar.|we|['disgust', 'sadness']|True
She seemed a little unprepared for the repressed energy of his manner, which, he strove to cover by a greater amount of coldness than usual.|She|['sadness']|True
She sends Beatriz to denounce the treachery of her husband to the Duke, and, finally, she herself penetrates into the cell of Macias, to warn him of the fate that threatens him and to persuade him to fly.|him|['anger', 'fear']|True
She sends Beatriz to denounce the treachery of her husband to the Duke, and, finally, she herself penetrates into the cell of Macias, to warn him of the fate that threatens him and to persuade him to fly.|she|['anger', 'disgust', 'fear', 'surprise']|True
She shuddered as she passed the head of the great staircase and heard, as though but a few steps from her, a wild shriek that died suddenly into a gurgling death hiss.|She|['fear']|True
She smiled--did her lip quiver?|she|['joy', 'surprise']|True
She stood before her, arranging the manacles on her wrists nervously.|her|['fear']|True
She struggled hard against these dark thoughts; but it was no use.|She|['anger', 'fear', 'sadness']|True
She threw into her touch all that she was suffering and it was a faint satisfaction to her to listen to the lament of the sad notes as she struck them and they rose and fell and died away.|her|['sadness']|True
She took Marie's shawl from Kendal's arm and put it tenderly round her; then she smiled down into her eyes, said a low 'good-night, best and kindest of friends!' |her|['joy']|True
She took Marie's shawl from Kendal's arm and put it tenderly round her; then she smiled down into her eyes, said a low 'good-night, best and kindest of friends!' |she|['joy', 'surprise']|True
She took a certain amount of opposition on Beatrice's part as a matter of course, and was prepared to be very long-suffering with the girl's moods, partly because it was less trouble than to do battle with her, and partly because it was really wiser.|her|['anger']|True
She was ashamed to have so deceived herself; she had feared him, because she believed he loved her, and that by sympathy he might see into her heart.|She|['disgust', 'sadness']|True
She was ashamed to have so deceived herself; she had feared him, because she believed he loved her, and that by sympathy he might see into her heart.|he|['sadness']|True
She was ashamed to have so deceived herself; she had feared him, because she believed he loved her, and that by sympathy he might see into her heart.|she|['anger', 'disgust', 'fear', 'sadness']|True
She was dimpled whenever she smiled, and she smiled often; her full lips giving a peculiar ripe look to her laughing mouth that suited admirably with her light and delicate style of beauty.|her|['joy', 'surprise']|True
She was dimpled whenever she smiled, and she smiled often; her full lips giving a peculiar ripe look to her laughing mouth that suited admirably with her light and delicate style of beauty.|she|['joy', 'surprise']|True
She was far from spiritual arrogance; her natural mood was a profound humility; she deemed herself rather below than above the active toilers, whose sweat was sacred; but life had declared that such toil was not for her, and from Stella she derived the support which enabled her to pursue her path in peace--a path not one with Stella's.|her|['joy']|True
She was free, and the man whom she loved with the love of years, with the first love of maidenhood and the confirmed love of maturity, was but a few yards from her--it might be, had even come here on purpose to meet her.|she|['joy']|True
She was here with me yesterday; how beautiful she looked, and how graceful were her laughter and speech, he said, turning suddenly and looking down on the landscape; on the massy trees contrasting with the walls of the town, the spine-like bridge crossing the marshy shore, the sails of the mill turning over the crest of the hill.|she|['joy']|True
She was no longer the girl who questioned her heart as to the significance of the vows required in the marriage service; in looking back upon those struggles she could have wept for pity.|she|['sadness']|True
