text|entity_start|entity_end|emotion_labels|emotions|emotion_count
"Nana Furnuwees was seated at the window, enjoying the fresh morning air. He looked listlessly round, and then rose suddenly to his feet, as he recognized his visitor. ""What wonder is this,"" he said, ""that you should be here, Mr. Lindsay, except as a prisoner?"""|44|45|[5]|['surprise']|1
"Nastasia Philipovna, Nastasia Philipovna!"" The wretched little man wept, and groaned, and crawled towards the fire. ""Away, out of the way!"""|16|20|[4]|['sadness']|1
"Nastasia Philipovna, Nastasia Philipovna!"" The wretched little man wept, and groaned, and crawled towards the fire. ""Away, out of the way!"""|18|20|[1, 4]|['disgust', 'sadness']|2
Near the fire was a misshapen creature, a sort of monstrous imbecile that chattered and moaned; a being that bore some resemblance to the ancient morios once sold at the olden Forum Morionum to the ladies who desired these hideous animals for their amusement. At his feet gamboled a dwarf that squeaked and screeched, distorting its face in hideous grimaces. Scattered about the room, singing, bawling or brawling, were indigent morris dancers; bare-footed minstrels; a pinched and needy versificator; a reduced mountebank; a swarthy clown, with a hare's mouth; joculators of the streets, poor as rats and living as such, straitened, heedless fellows, with heads full of nonsense and purses empty, poor in pocket, but rich in _plaisanterie_.|62|64|[1]|['disgust']|1
Near the fire was a misshapen creature, a sort of monstrous imbecile that chattered and moaned; a being that bore some resemblance to the ancient morios once sold at the olden Forum Morionum to the ladies who desired these hideous animals for their amusement. At his feet gamboled a dwarf that squeaked and screeched, distorting its face in hideous grimaces. Scattered about the room, singing, bawling or brawling, were indigent morris dancers; bare-footed minstrels; a pinched and needy versificator; a reduced mountebank; a swarthy clown, with a hare's mouth; joculators of the streets, poor as rats and living as such, straitened, heedless fellows, with heads full of nonsense and purses empty, poor in pocket, but rich in _plaisanterie_.|58|59|[1]|['disgust']|1
"Neither was in sight. ""I wonder if we could beg a favor of you?"" another said."|6|8|[2]|['fear']|1
"Next time you see your friend Mrs. Clover, you may tell her that if she wants to know where her precious 'usband is she's not to ask _me_, 'cos I wouldn't let her know, not if she was on her death-bed!"" Having uttered this surprising message, with point and emphasis worthy of its significance, Polly hastened from the house. And Mrs. Bubb stood looking after her in bewilderment."|6|11|[5]|['surprise']|1
"Next time you see your friend Mrs. Clover, you may tell her that if she wants to know where her precious 'usband is she's not to ask _me_, 'cos I wouldn't let her know, not if she was on her death-bed!"" Having uttered this surprising message, with point and emphasis worthy of its significance, Polly hastened from the house. And Mrs. Bubb stood looking after her in bewilderment."|72|74|[5]|['surprise']|1
Night had set in, and the confusion and bustle seemed sadder still under her cloak. Crowds of the lowest of the populace, patrols of military, bands of fugitive peasantry jostled each other, snatching, shrieking, cursing. Many windows were illuminated, and their brilliance cast a shadowless, ghostly glare over the streets.|19|20|[0, 2]|['anger', 'fear']|2
No doubt all the world, in all its moods, is human, as those for whose abode and instruction it was made. No doubt, it would be void of both beauty and significance to our eyes, were it not that it is one crowd of pictures of the human mind, blended in one living fluctuating whole. But these meanings are there in solution as it were.|40|41|[1]|['disgust']|1
"No matter; you've shown yourself a man at last, and I'm proud of you."" Half ashamed of the pleasure he felt even in his embarrassment, Clarence stammered, ""But this change--this dress."" Susy clapped her hands like a child."|31|34|[3, 4]|['joy', 'sadness']|2
No sound reached my ear. I felt an unbearable uneasiness. This day of waiting seemed eternal.|6|7|[2]|['fear']|1
No wonder I distrusted myself; no wonder also my will stood out against my timidity. It was a struggle, then; a proud, wild resolve against constitutional cowardice. Those who have ever had cast upon them more than their strength seemed framed to bear--the weak, the aspiring, the adventurous and self-sacrificing in will, and the faltering in nerve--will understand the kind of agony which I sometimes endured.|86|87|[0, 1]|['anger', 'disgust']|2
Not very long, eh? And, Maud, dear, he has not been making love to you? Well, I see; of course he has.|8|10|[3]|['joy']|1
Not very long, eh? And, Maud, dear, he has not been making love to you? Well, I see; of course he has.|29|30|[3]|['joy']|1
Not very long, eh? And, Maud, dear, he has not been making love to you? Well, I see; of course he has.|20|21|[3]|['joy']|1
"Nothing else could have made a mess like this."" He finally glanced down at his hand and saw it was scorched. He hissed with the realization of pain, blew on the burn, shook it in the air to cool it, and pulled a handkerchief out of his back pocket by reaching all the way around the rear for it with his left hand."|24|25|[5]|['surprise']|1
Now I could see every change on her lovely face, and it made me strong to endure; for I did find it hard work, I confess, to get to the top. It lay like a little sunny pool, on which all the cloudy thoughts that moved in some unseen heaven cast exquisitely delicate changes of light and shade as they floated over it. Percivale strode on as if he bore a feather behind him.|27|28|[4]|['sadness']|1
Now that the queen was at ease in her mind once more, and measurably happy, her wine naturally began to assert itself again, and it got a little the start of her. I mean it set her music going--her silver bell of a tongue. Dear me, she was a master talker.|38|39|[3]|['joy']|1
Now that the queen was at ease in her mind once more, and measurably happy, her wine naturally began to assert itself again, and it got a little the start of her. I mean it set her music going--her silver bell of a tongue. Dear me, she was a master talker.|46|47|[3]|['joy']|1
"Now we must let Wynnie finish what she was saying."" ""I was saying, papa, that I can't help feeling as if--I know it can't be true--but I feel as if Jesus spoke unkindly to his mother when he said that to her."" I looked at the page and read the words, ""How is it that ye sought me?"|43|46|[0]|['anger']|1
"Now we must let Wynnie finish what she was saying."" ""I was saying, papa, that I can't help feeling as if--I know it can't be true--but I feel as if Jesus spoke unkindly to his mother when he said that to her."" I looked at the page and read the words, ""How is it that ye sought me?"|51|53|[0]|['anger']|1
"Now, as he shook his head and helped himself to chicken, Miss Lydia sighed in sympathy. ""I am afraid Mr. Bill must find us very flippant,"" she offered as a gentle reproof to the Governor. Mr. Bill started and cast a frightened glance across the table."|20|22|[2]|['fear']|1
"Now, in my opinion, the barrister who put forward this extraordinary plea was probably absolutely convinced that he was stating the most liberal, the most humane, the most enlightened view of the case that could possibly be brought forward in these days. Now, was this distortion, this capacity for a perverted way of viewing things, a special or accidental case, or is such a general rule?"" Everyone laughed at this."|62|64|[1]|['disgust']|1
Now, in that position a girl is tempted to sink still further. The letter of two lines and an enclosed cheque would as likely as not plunge her into depths from which she could never be rescued. It would assure her that there was no hope.|44|45|[4]|['sadness']|1
On his right, a lake of the brightest cobalt blue stretched before a many-towered and terraced town, which was relieved by a background of luxuriant foliage and emerald-green mountains; on his left arose a rugged mountain, which he was surprised to see was snow-capped, albeit a tunnel was observable midway of its height, and a train just issuing from it. Almost regretting that he had not continued on his journey, as he was fully sensible that it was in some way connected with the railway he had quitted, presently his attention was directed to the gateway of a handsome park, whose mansion was faintly seen in the distance. Hurrying towards him, down the avenue of limes, was a strange figure.|107|108|[4]|['sadness']|1
On the outside of this knot stood Mr. Casson, the landlord of the Donnithorne Arms, in his most striking attitude--that is to say, with the forefinger of his right hand thrust between the buttons of his waistcoat, his left hand in his breeches pocket, and his head very much on one side; looking, on the whole, like an actor who has only a mono-syllabic part entrusted to him, but feels sure that the audience discern his fitness for the leading business; curiously in contrast with old Jonathan Burge, who held his hands behind him and leaned forward, coughing asthmatically, with an inward scorn of all knowingness that could not be turned into cash. The talk was in rather a lower tone than usual to-day, hushed a little by the sound of Mr. Irwine's voice reading the final prayers of the burial-service. They had all had their word of pity for poor Thias, but now they had got upon the nearer subject of their own grievances against Satchell, the Squire's bailiff, who played the part of steward so far as it was not performed by old Mr. Donnithorne himself, for that gentleman had the meanness to receive his own rents and make bargains about his own timber.|7|22|[4]|['sadness']|1
On the outside of this knot stood Mr. Casson, the landlord of the Donnithorne Arms, in his most striking attitude--that is to say, with the forefinger of his right hand thrust between the buttons of his waistcoat, his left hand in his breeches pocket, and his head very much on one side; looking, on the whole, like an actor who has only a mono-syllabic part entrusted to him, but feels sure that the audience discern his fitness for the leading business; curiously in contrast with old Jonathan Burge, who held his hands behind him and leaned forward, coughing asthmatically, with an inward scorn of all knowingness that could not be turned into cash. The talk was in rather a lower tone than usual to-day, hushed a little by the sound of Mr. Irwine's voice reading the final prayers of the burial-service. They had all had their word of pity for poor Thias, but now they had got upon the nearer subject of their own grievances against Satchell, the Squire's bailiff, who played the part of steward so far as it was not performed by old Mr. Donnithorne himself, for that gentleman had the meanness to receive his own rents and make bargains about his own timber.|111|117|[4]|['sadness']|1
"On the wall of this room a pleasing sign announced in large red letters ""Ladies' Toilet."" At this final blow Gloria broke down. ""I think it's perfectly terrible!"""|24|26|[4]|['sadness']|1
On what is beneath, on the unknown. Or you will crawl up a chimney-flue, at the risk of burning; or you will creep through a sewer-pipe, at the risk of drowning; I do not speak of the holes that you will be obliged to mask, of the stones which you will have to take up and replace twenty times a day, of the plaster that you will have to hide in your straw pallet. A lock presents itself; the bourgeois has in his pocket a key made by a locksmith.|79|80|[2]|['fear']|1
"Once he made a ghastly joke about his dying in the snow, and Jack Powell turned upon him with an oath and bade him to be silent. ""For God's sake don't,"" added the boy weakly, and fell to whimpering like a child. ""Oh, go home to your mother,"" retorted Dan, with a kind of desperate cruelty."|42|44|[2]|['fear']|1
One afternoon in Coronado, where they made the longest stay of their trip, more than three weeks, Gloria was arraying herself brilliantly for tea. Anthony, who had been down-stairs listening to the latest rumor bulletins of war in Europe, entered the room, kissed the back of her powdered neck, and went to his dresser. After a great pulling out and pushing in of drawers, evidently unsatisfactory, he turned around to the Unfinished Masterpiece.|31|33|[3]|['joy']|1
One afternoon in Coronado, where they made the longest stay of their trip, more than three weeks, Gloria was arraying herself brilliantly for tea. Anthony, who had been down-stairs listening to the latest rumor bulletins of war in Europe, entered the room, kissed the back of her powdered neck, and went to his dresser. After a great pulling out and pushing in of drawers, evidently unsatisfactory, he turned around to the Unfinished Masterpiece.|61|62|[3]|['joy']|1
One can only look at some men to distrust them; for one feels that they are dark in both directions. They are uneasy in the rear and threatening in front. There is something of the unknown about them.|12|13|[2]|['fear']|1
One can only look at some men to distrust them; for one feels that they are dark in both directions. They are uneasy in the rear and threatening in front. There is something of the unknown about them.|22|23|[2]|['fear']|1
One of the ladies said that you always thought of him as having spoken French after it was over, and accused herself of wrong in not being able to feel afraid of him. None of the ladies was afraid of him, though they could not believe that he was really so deferential to their work as he seemed; and they knew, when he would not criticise Mr. Harrington's work, that he was just acting from principle. They may or may not have known the deference with which he treated Alma's work; but the girl herself felt that his abrupt, impersonal comment recognized her as a real sister in art.|73|79|[1]|['disgust']|1
One of the ladies said that you always thought of him as having spoken French after it was over, and accused herself of wrong in not being able to feel afraid of him. None of the ladies was afraid of him, though they could not believe that he was really so deferential to their work as he seemed; and they knew, when he would not criticise Mr. Harrington's work, that he was just acting from principle. They may or may not have known the deference with which he treated Alma's work; but the girl herself felt that his abrupt, impersonal comment recognized her as a real sister in art.|101|102|[1]|['disgust']|1
One of the ladies said that you always thought of him as having spoken French after it was over, and accused herself of wrong in not being able to feel afraid of him. None of the ladies was afraid of him, though they could not believe that he was really so deferential to their work as he seemed; and they knew, when he would not criticise Mr. Harrington's work, that he was just acting from principle. They may or may not have known the deference with which he treated Alma's work; but the girl herself felt that his abrupt, impersonal comment recognized her as a real sister in art.|42|43|[1, 2]|['disgust', 'fear']|2
One of the ladies said that you always thought of him as having spoken French after it was over, and accused herself of wrong in not being able to feel afraid of him. None of the ladies was afraid of him, though they could not believe that he was really so deferential to their work as he seemed; and they knew, when he would not criticise Mr. Harrington's work, that he was just acting from principle. They may or may not have known the deference with which he treated Alma's work; but the girl herself felt that his abrupt, impersonal comment recognized her as a real sister in art.|38|39|[2]|['fear']|1
One of the ladies said that you always thought of him as having spoken French after it was over, and accused herself of wrong in not being able to feel afraid of him. None of the ladies was afraid of him, though they could not believe that he was really so deferential to their work as he seemed; and they knew, when he would not criticise Mr. Harrington's work, that he was just acting from principle. They may or may not have known the deference with which he treated Alma's work; but the girl herself felt that his abrupt, impersonal comment recognized her as a real sister in art.|37|39|[2]|['fear']|1
"One of these intermittences, one of these vague quivers of hope suddenly traversed the barricade of the Rue de la Chanvrerie at the moment when it was least expected. ""Listen,"" suddenly cried Enjolras, who was still on the watch, ""it seems to me that Paris is waking up."" It is certain that, on the morning of the 6th of June, the insurrection broke out afresh for an hour or two, to a certain extent."|47|51|[5]|['surprise']|1
Only a week or two--to save the happiness of our whole lives.' Monica listened, but with half-attention, her look fixed on the floor. Encouraged by her silence, the lover went on in a strain of heightening enthusiasm, depicting the raptures of their retirement from the world in some suburb of Bordeaux.|15|17|[5]|['surprise']|1
Only one thought consoled her, and that was the contemplation of Lily's beauty. She studied it with a kind of passion, as though it were some weapon she had slowly fashioned for her vengeance. It was the last asset in their fortunes, the nucleus around which their life was to be rebuilt.|33|34|[0]|['anger']|1
Only one thought consoled her, and that was the contemplation of Lily's beauty. She studied it with a kind of passion, as though it were some weapon she had slowly fashioned for her vengeance. It was the last asset in their fortunes, the nucleus around which their life was to be rebuilt.|38|39|[0]|['anger']|1
"Only there's a little black book as I took for your prayer-book, and brought in here; ay, here it is, sure enough, and he wants it. And then I must go down to the study, and look out this one, ""C, 15;"" but I can't read the name, noways; and I was afraid to ask him again; if you be so kind to read it, Miss--I suspeck my eyes is a-going.' I read the name; and Mrs. Rusk was tolerably expert at finding out books, as she had often been employed in that way before."|98|99|[2]|['fear']|1
Pen. In the very next number of the Pall Mall Gazette, Warrington read out, with roars of laughter, an article which by no means amused Arthur Pendennis, who was himself at work with a criticism for the next week's number of the same journal; and in which the Spring Annual was ferociously maltreated by some unknown writer. The person of all most cruelly mauled was Pen himself.|33|37|[1, 5]|['disgust', 'surprise']|2
Pen. In the very next number of the Pall Mall Gazette, Warrington read out, with roars of laughter, an article which by no means amused Arthur Pendennis, who was himself at work with a criticism for the next week's number of the same journal; and in which the Spring Annual was ferociously maltreated by some unknown writer. The person of all most cruelly mauled was Pen himself.|15|17|[3]|['joy']|1
Pen. In the very next number of the Pall Mall Gazette, Warrington read out, with roars of laughter, an article which by no means amused Arthur Pendennis, who was himself at work with a criticism for the next week's number of the same journal; and in which the Spring Annual was ferociously maltreated by some unknown writer. The person of all most cruelly mauled was Pen himself.|70|73|[1]|['disgust']|1
Perhaps Mrs. Pendennis was laudably desirous to have some explanations about the dreadful Fanny Bolton mystery, regarding which she had never breathed a word to her son, though it was present in her mind always, and occasioned her inexpressible anxiety and disquiet. She had caused the brass knocker to be screwed off the inner door of the chambers, where upon the postman's startling double rap would, as she justly argued, disturb the rest of her patient, and she did not allow him to see any letter which arrived, whether from bootmakers who importuned him, or hatters who had a heavy account to make up against next Saturday, and would be very much obliged if Mr. Arthur Pendennis would have the kindness to settle, etc. Of these documents, Pen, who was always freehanded and careless, of course had his share, and though no great one, one quite enough to alarm his scrupulous and conscientious mother.|145|152|[0]|['anger']|1
Perhaps Mrs. Pendennis was laudably desirous to have some explanations about the dreadful Fanny Bolton mystery, regarding which she had never breathed a word to her son, though it was present in her mind always, and occasioned her inexpressible anxiety and disquiet. She had caused the brass knocker to be screwed off the inner door of the chambers, where upon the postman's startling double rap would, as she justly argued, disturb the rest of her patient, and she did not allow him to see any letter which arrived, whether from bootmakers who importuned him, or hatters who had a heavy account to make up against next Saturday, and would be very much obliged if Mr. Arthur Pendennis would have the kindness to settle, etc. Of these documents, Pen, who was always freehanded and careless, of course had his share, and though no great one, one quite enough to alarm his scrupulous and conscientious mother.|101|102|[5]|['surprise']|1
Perhaps Mrs. Pendennis was laudably desirous to have some explanations about the dreadful Fanny Bolton mystery, regarding which she had never breathed a word to her son, though it was present in her mind always, and occasioned her inexpressible anxiety and disquiet. She had caused the brass knocker to be screwed off the inner door of the chambers, where upon the postman's startling double rap would, as she justly argued, disturb the rest of her patient, and she did not allow him to see any letter which arrived, whether from bootmakers who importuned him, or hatters who had a heavy account to make up against next Saturday, and would be very much obliged if Mr. Arthur Pendennis would have the kindness to settle, etc. Of these documents, Pen, who was always freehanded and careless, of course had his share, and though no great one, one quite enough to alarm his scrupulous and conscientious mother.|115|117|[0]|['anger']|1
Perhaps Mrs. Pendennis was laudably desirous to have some explanations about the dreadful Fanny Bolton mystery, regarding which she had never breathed a word to her son, though it was present in her mind always, and occasioned her inexpressible anxiety and disquiet. She had caused the brass knocker to be screwed off the inner door of the chambers, where upon the postman's startling double rap would, as she justly argued, disturb the rest of her patient, and she did not allow him to see any letter which arrived, whether from bootmakers who importuned him, or hatters who had a heavy account to make up against next Saturday, and would be very much obliged if Mr. Arthur Pendennis would have the kindness to settle, etc. Of these documents, Pen, who was always freehanded and careless, of course had his share, and though no great one, one quite enough to alarm his scrupulous and conscientious mother.|120|121|[0]|['anger']|1
Perhaps Mrs. Pendennis was laudably desirous to have some explanations about the dreadful Fanny Bolton mystery, regarding which she had never breathed a word to her son, though it was present in her mind always, and occasioned her inexpressible anxiety and disquiet. She had caused the brass knocker to be screwed off the inner door of the chambers, where upon the postman's startling double rap would, as she justly argued, disturb the rest of her patient, and she did not allow him to see any letter which arrived, whether from bootmakers who importuned him, or hatters who had a heavy account to make up against next Saturday, and would be very much obliged if Mr. Arthur Pendennis would have the kindness to settle, etc. Of these documents, Pen, who was always freehanded and careless, of course had his share, and though no great one, one quite enough to alarm his scrupulous and conscientious mother.|79|82|[5]|['surprise']|1
Perhaps Mrs. Pendennis was laudably desirous to have some explanations about the dreadful Fanny Bolton mystery, regarding which she had never breathed a word to her son, though it was present in her mind always, and occasioned her inexpressible anxiety and disquiet. She had caused the brass knocker to be screwed off the inner door of the chambers, where upon the postman's startling double rap would, as she justly argued, disturb the rest of her patient, and she did not allow him to see any letter which arrived, whether from bootmakers who importuned him, or hatters who had a heavy account to make up against next Saturday, and would be very much obliged if Mr. Arthur Pendennis would have the kindness to settle, etc. Of these documents, Pen, who was always freehanded and careless, of course had his share, and though no great one, one quite enough to alarm his scrupulous and conscientious mother.|101|102|[1, 5]|['disgust', 'surprise']|2
Perhaps Mrs. Pendennis was laudably desirous to have some explanations about the dreadful Fanny Bolton mystery, regarding which she had never breathed a word to her son, though it was present in her mind always, and occasioned her inexpressible anxiety and disquiet. She had caused the brass knocker to be screwed off the inner door of the chambers, where upon the postman's startling double rap would, as she justly argued, disturb the rest of her patient, and she did not allow him to see any letter which arrived, whether from bootmakers who importuned him, or hatters who had a heavy account to make up against next Saturday, and would be very much obliged if Mr. Arthur Pendennis would have the kindness to settle, etc. Of these documents, Pen, who was always freehanded and careless, of course had his share, and though no great one, one quite enough to alarm his scrupulous and conscientious mother.|78|82|[1, 5]|['disgust', 'surprise']|2
Perhaps in two years I might rise to fifty dollars a week--with luck. That's _if_ I could get a job at all; there's an awful lot of unemployment. Well, suppose I made fifty a week.|40|41|[4, 5]|['sadness', 'surprise']|2
"Philippa cried desperately. ""The war is in your brains, I think. You would carry it from the battlefields into your daily life."|14|15|[1]|['disgust']|1
"Philippa cried desperately. ""The war is in your brains, I think. You would carry it from the battlefields into your daily life."|17|18|[1]|['disgust']|1
"Philippa cried desperately. ""The war is in your brains, I think. You would carry it from the battlefields into your daily life."|11|13|[1]|['disgust']|1
Picture Orchard sitting down in his home to literary work, and liable at any moment to an invasion from Mrs. Orchard, who comes to tell him, at great length, that the butcher has charged for a joint they have not consumed--or something of that kind. He assured me that his choice lay between flight and suicide, and I firmly believed him.' As he concluded, his eyes met those of Miss Nunn, and the latter suddenly spoke.|78|79|[2, 4]|['fear', 'sadness']|2
Polly saw that she was in a familiar thoroughfare and in front of a respectable establishment, but it was not without a little distrust that she entered by the private door and went upstairs. A large room, so ugly and uncomfortable that it helped to reassure her, was quickly lighted. Gammon requested the woman in attendance to bring pen, ink, and paper, whereat Polly again stared her surprise.|80|81|[1]|['disgust']|1
"Poor Bill found very soon that his house and furniture were to be kept at such an ideal point of perfection that he needed another house to live in,--for, poor fellow, he found the difference between having a house and a home. It was only a year or two after that my wife and I started our menage on very different principles, and Bill would often drop in upon us, wistfully lingering in the cosy armchair between my writing-table and my wife's sofa, and saying with a sigh how confoundedly pleasant things looked there,--so pleasant to have a bright, open fire, and geraniums and roses and birds, and all that sort of thing, and to dare to stretch out one's legs and move without thinking what one was going to hit. ""Sophie is a good girl!"""|71|72|[3, 4]|['joy', 'sadness']|2
"Prime was wagging his head as one in a daze. ""It is too wonderful to be true, Lucetta! But it must be true."|0|1|[3]|['joy']|1
"Returning homewards through Fleet Street, and as Laura was just stating to Pen's infinite amusement that Fanny was very well, but that really there was no beauty in her,--there might be, but she could not see it,--as they were locked near Temple Bar, they saw young Huxter returning to his bride. ""The governor had arrived; was at the Somerset Coffee-house--was in tolerable good-humour--something about the railway: but he had been afraid to speak about--about that business. Would Mr. Pendennis try it on?"""|70|73|[2, 3]|['fear', 'joy']|2
"Returning homewards through Fleet Street, and as Laura was just stating to Pen's infinite amusement that Fanny was very well, but that really there was no beauty in her,--there might be, but she could not see it,--as they were locked near Temple Bar, they saw young Huxter returning to his bride. ""The governor had arrived; was at the Somerset Coffee-house--was in tolerable good-humour--something about the railway: but he had been afraid to speak about--about that business. Would Mr. Pendennis try it on?"""|101|102|[2]|['fear']|1
See, Rei, in all wide Khem there is no woman so shamed, so lost, so utterly undone as is to-night the Royal Meriamun, whom thou lovest. I am lower than she who plies the street for bread, for the loftier the spirit the greater is the fall. I am sold into shame, and power is my price.|65|66|[1]|['disgust']|1
Seeing Simcoe pass by, Pen glared at him so from his saddle on Rebecca, and clutched his whip in a manner so menacing, that that clergyman went home and wrote a sermon, or thought over a sermon (for he delivered oral testimony at great length), in which he spoke of Jezebel, theatrical entertainments (a double cut this--for Doctor Portman, the Rector of the old church, was known to frequent such), and of youth going to perdition, in a manner which made it clear to every capacity that Pen was the individual meant, and on the road alluded to. What stories more were there not against young Pendennis, whilst he sate sulking, Achilles-like in his tent, for the loss of his ravished Briseis? After the affair with Hobnell, Pen was pronounced to be a murderer as well as a profligate, and his name became a name of terror and a byword in Clavering.|134|136|[4]|['sadness']|1
Seeing Simcoe pass by, Pen glared at him so from his saddle on Rebecca, and clutched his whip in a manner so menacing, that that clergyman went home and wrote a sermon, or thought over a sermon (for he delivered oral testimony at great length), in which he spoke of Jezebel, theatrical entertainments (a double cut this--for Doctor Portman, the Rector of the old church, was known to frequent such), and of youth going to perdition, in a manner which made it clear to every capacity that Pen was the individual meant, and on the road alluded to. What stories more were there not against young Pendennis, whilst he sate sulking, Achilles-like in his tent, for the loss of his ravished Briseis? After the affair with Hobnell, Pen was pronounced to be a murderer as well as a profligate, and his name became a name of terror and a byword in Clavering.|133|136|[4]|['sadness']|1
September 1. brite and fair. it seams bully to be well again and to see the fellers and to go in swimming and fishing. i havent went in swimming or fishing since i have ben sick but i am going in in a day or too.|45|46|[3]|['joy']|1
She asked nothing; she wished to wait. She had a sudden perception that she should be helped. She rejoiced Henrietta had come; there was something terrible in an arrival in London.|20|21|[5]|['surprise']|1
She could believe anything ill of Mrs. Clover's husband. Her astonishment at learning that he was a lord had never wholly subsided. That he should be a cunning rascal seemed vastly more probable.|14|15|[5]|['surprise']|1
She could only dimly perceive that he had more traditions than she supposed. It had become her habit to be so careful as to what she said to him that, strange as it may appear, she hesitated, for several minutes after he had come in, to allude to his daughter's sudden departure: she spoke of it only after they were seated at table. But she had forbidden herself ever to ask Osmond a question.|18|19|[2]|['fear']|1
She could only dimly perceive that he had more traditions than she supposed. It had become her habit to be so careful as to what she said to him that, strange as it may appear, she hesitated, for several minutes after he had come in, to allude to his daughter's sudden departure: she spoke of it only after they were seated at table. But she had forbidden herself ever to ask Osmond a question.|74|75|[2]|['fear']|1
She cursed him, without knowing what her cursing would do. She wished he too might know desolation, and cold, and a life of shame that he dared not end by death. The horror of this cold, and darkness, and solitude--out of all human reach--became greater every long minute.|30|31|[1, 4]|['disgust', 'sadness']|2
She declined at first, hesitated for a week; but in the end she came. I grew very fond of her, and she interested me more and more. Her real bitterness taught me what a purely youthful symptom mine had been, and she was rather a clever girl, often entertaining.|17|18|[3]|['joy']|1
She declined at first, hesitated for a week; but in the end she came. I grew very fond of her, and she interested me more and more. Her real bitterness taught me what a purely youthful symptom mine had been, and she was rather a clever girl, often entertaining.|32|33|[3]|['joy']|1
She diligently passed her needle through the stiff cloth, sometimes stretching the seam on her knee, smoothing it with her thimble, and looking doubtfully to see whether each individual stitch was small and even. Then that rapid footstep was heard in the passage, and springing up, she convulsively pressed her work together. But she composed herself by a mighty effort, and sat down again to her task.|67|68|[2]|['fear']|1
She had a long way to descend. And then there was the sickening certainty that in the eyes of her own small circle she had made herself ridiculous. Her mother took those cruel reviews to heart, and wept over them.|31|32|[1]|['disgust']|1
She had a long way to descend. And then there was the sickening certainty that in the eyes of her own small circle she had made herself ridiculous. Her mother took those cruel reviews to heart, and wept over them.|17|25|[1]|['disgust']|1
She had always been glad to sit next to him at dinner, had found him more agreeable than most men, and had vaguely wished that he possessed the other qualities needful to fix her attention; but till now she had been too busy with her own affairs to regard him as more than one of the pleasant accessories of life. Miss Bart was a keen reader of her own heart, and she saw that her sudden preoccupation with Selden was due to the fact that his presence shed a new light on her surroundings. Not that he was notably brilliant or exceptional; in his own profession he was surpassed by more than one man who had bored Lily through many a weary dinner.|65|67|[5]|['surprise']|1
She had by this time recovered her reason and judgment. 'O, it was a trick of the imagination,' she said, with a faint laugh. 'I live so much alone that I get superstitious--and--I thought for the moment I saw an apparition.'|22|23|[3]|['joy']|1
She had changed much since we last saw her, half a year ago, and had grown thin and pale. Colia looked worried and perplexed. He could not understand the vagaries of the general, and knew nothing of the last achievement of that worthy, which had caused so much commotion in the house.|22|24|[2]|['fear']|1
She had long since raised the dose to its highest limit, but tonight she felt she must increase it. She knew she took a slight risk in doing so--she remembered the chemist's warning. If sleep came at all, it might be a sleep without waking.|32|33|[2]|['fear']|1
She had, too, the keenest appreciation of poetry, of music, of painting, and of natural scenery. Her enjoyment in any of these things was intensely vivid whenever, by chance, a stray sunbeam of the kind darted across the dusty path of her life; yet in all these her life was a constant repression. The eagerness with which she would listen to any account from those more fortunate ones who had known these things, showed how ardent a passion was constantly held in check.|59|60|[3, 4]|['joy', 'sadness']|2
"She has a good voice and a pretty face and figure for the stage; and she prepares the rooms and makes the beds and breakfasts for Messrs. Costigan and Bows, in return for which the latter instructs her in music and singing. But for his unfortunate propensity to liquor (and in that excess she supposes that all men of fashion indulge), she thinks the Captain the finest gentleman in the world, and believes in all the versions of all his stories, and she is very fond of Mr. Bows too, and very grateful to him, and this shy queer old gentleman has a fatherly fondness for her too, for in truth his heart is full of kindness, and he is never easy unless he loves somebody. Costigan has had the carriages of visitors of distinction before his humble door in Shepherd's Inn: and to hear him talk of a morning (for his evening song is of a much more melancholy nature) you would fancy that Sir Charles and Lady Mirabel were in the constant habit of calling at his chambers, and bringing with them the select nobility to visit the ""old man, the honest old half-pay Captain, poor old Jack Costigan,"" as Cos calls himself."|101|105|[3]|['joy']|1
"She has a good voice and a pretty face and figure for the stage; and she prepares the rooms and makes the beds and breakfasts for Messrs. Costigan and Bows, in return for which the latter instructs her in music and singing. But for his unfortunate propensity to liquor (and in that excess she supposes that all men of fashion indulge), she thinks the Captain the finest gentleman in the world, and believes in all the versions of all his stories, and she is very fond of Mr. Bows too, and very grateful to him, and this shy queer old gentleman has a fatherly fondness for her too, for in truth his heart is full of kindness, and he is never easy unless he loves somebody. Costigan has had the carriages of visitors of distinction before his humble door in Shepherd's Inn: and to hear him talk of a morning (for his evening song is of a much more melancholy nature) you would fancy that Sir Charles and Lady Mirabel were in the constant habit of calling at his chambers, and bringing with them the select nobility to visit the ""old man, the honest old half-pay Captain, poor old Jack Costigan,"" as Cos calls himself."|209|210|[4]|['sadness']|1
